n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,11200.7500,777,202,46,401,307,659,597,344,347,157
10,11139.4600,197,777,202,46,401,659,795,344,572,157
10,11139.4600,197,777,202,46,401,659,795,344,572,157
10,11139.4600,197,777,202,46,401,659,795,344,572,157
10,11139.4600,197,777,202,46,401,659,795,344,572,157
10,11095.9000,200,777,202,46,401,659,597,344,572,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11091.4300,197,777,202,988,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11085.7000,307,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
10,11073.3400,197,777,202,572,46,401,659,597,344,157
