n_nodes,influence,n0,n1
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
2,6.8988,46,507
