n_nodes,influence,n0,n1
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
2,6.8799,795,261
