n_nodes,influence,n0,n1
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
2,2354.6000,967,157
