n_nodes,influence,n0,n1
2,2372.9300,795,157
2,2372.9300,795,157
2,2372.9300,795,157
2,2372.9300,795,157
2,2372.9300,795,157
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
2,2359.1000,157,507
