n_nodes,influence,n0,n1
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
2,184.6100,8,3
