n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,777.73,58.77,62.0
780,267,37,0,149,778.39,148.46,167.5
678,600,481,988,777,780.36,41.17,43.75
752,382,327,788,22,778.76,57.25,59.25
279,500,821,202,747,779.08,64.94,64.75
893,423,932,551,552,778.77,24.27,24.5
698,96,197,576,566,775.75,63.19,67.0
716,824,746,271,678,776.29,48.4,50.5
822,624,702,90,864,778.38,50.7,52.0
434,343,95,370,819,777.03,54.84,60.5
419,824,256,455,716,782.27,50.72,52.0
96,773,201,717,650,777.39,69.78,83.0
815,298,99,974,46,780.06,58.38,61.75
602,924,205,847,671,779.72,29.48,29.25
934,369,498,955,852,780.67,43.14,46.25
931,198,527,589,660,783.2,44.96,46.75
993,714,913,824,515,778.63,31.0,32.5
999,938,29,648,370,770.08,50.44,52.0
250,616,440,311,365,780.52,47.57,56.0
603,122,91,512,901,779.32,43.26,43.25
694,537,203,119,622,782.99,45.14,48.25
678,274,319,736,200,778.75,65.84,71.25
388,495,228,141,611,779.68,42.61,44.25
214,854,886,897,714,778.59,69.34,82.0
534,12,193,796,173,780.01,99.27,103.75
17,663,340,571,926,782.51,68.92,72.0
687,635,633,313,383,782.25,28.26,29.5
386,540,398,296,129,779.85,50.02,52.75
695,500,55,189,433,780.68,39.27,40.0
608,764,407,98,451,778.43,75.47,89.0
251,825,91,913,617,783.32,34.64,36.0
686,891,910,456,457,780.73,42.64,46.5
802,851,389,815,78,777.58,30.72,33.25
529,436,482,310,722,779.01,58.96,62.75
836,418,963,87,196,776.22,70.6,65.25
764,696,272,462,499,778.06,32.56,32.25
739,802,988,176,18,777.94,85.75,89.25
22,550,126,257,603,777.97,72.7,78.5
821,369,192,262,514,781.14,74.53,90.75
462,337,949,529,260,779.24,43.78,44.0
420,949,900,431,626,780.01,58.51,61.25
497,274,616,486,672,781.53,33.94,37.25
490,503,145,738,386,778.65,68.62,79.0
508,313,649,824,478,781.36,56.34,57.0
331,375,675,166,994,779.56,29.71,29.5
935,945,634,385,711,772.53,61.39,57.5
617,272,327,661,407,775.39,42.81,43.75
998,499,746,812,161,781.89,27.2,28.25
959,847,297,573,6,778.31,132.86,143.0
638,460,987,58,186,780.63,73.74,77.75
30,624,792,583,114,779.25,63.05,65.5
698,735,379,370,960,777.4,36.7,38.75
509,873,603,63,941,780.23,49.7,51.75
197,158,970,275,628,780.2,48.41,51.75
15,432,825,801,819,778.55,83.46,94.25
833,537,503,77,480,774.45,73.23,90.5
237,102,379,370,985,780.13,65.28,62.0
148,697,640,249,621,775.2,52.99,53.75
325,147,38,643,684,777.57,82.81,88.75
99,731,107,46,661,776.72,68.08,72.5
489,473,741,921,70,777.09,45.17,47.75
644,31,718,564,130,780.38,40.95,41.75
631,852,946,85,164,778.84,52.69,57.75
632,646,933,271,929,776.89,40.86,42.0
858,914,669,462,511,770.38,17.9,18.25
710,20,810,652,140,777.15,86.69,90.25
837,966,193,930,956,779.57,74.71,71.0
451,490,797,450,457,780.63,63.93,74.25
571,283,488,729,593,777.82,33.87,33.25
65,851,819,298,372,776.02,51.21,51.5
292,368,962,34,85,779.17,47.34,51.75
514,878,282,286,280,783.48,75.66,91.0
989,484,441,454,944,780.44,70.36,69.5
380,32,730,87,255,777.79,69.38,67.75
835,619,653,244,548,762.81,40.35,39.0
763,33,756,177,344,777.55,87.66,125.75
379,32,53,974,757,779.68,58.18,59.5
783,769,972,214,717,778.32,72.52,75.0
443,351,906,79,161,781.68,58.78,59.0
749,692,116,409,560,777.85,55.59,57.5
138,475,760,506,654,776.71,35.8,35.5
76,131,75,358,532,778.56,71.26,72.0
31,190,538,725,153,775.22,69.72,76.5
188,288,756,154,519,779.03,33.42,34.5
582,870,397,815,228,784.77,37.51,38.0
967,226,712,577,732,780.85,25.09,25.5
932,128,429,707,167,779.76,47.42,49.0
775,324,246,574,586,781.64,43.51,46.0
4,805,824,582,395,779.47,128.51,141.75
192,778,333,875,390,781.85,55.87,61.75
538,451,9,407,865,778.39,130.86,166.0
543,564,870,677,139,779.9,49.16,49.75
733,239,660,556,824,769.38,31.91,32.75
760,381,278,682,189,779.3,49.8,48.0
995,152,168,706,640,776.69,64.66,65.5
137,393,76,62,12,777.52,114.18,138.25
40,483,777,60,117,779.0,61.6,63.75
666,728,553,102,689,778.49,67.47,77.25
376,609,32,61,555,779.44,67.49,76.5
230,805,416,230,781,775.51,38.51,48.0
