n_nodes,influence,n0,n1,n2,n3,n4
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.8210,714,365,241,401,731
5,16.6634,402,241,597,825,731
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6613,241,365,714,890,401
5,16.6490,504,365,241,401,520
5,16.6329,504,365,241,183,401
5,16.6278,714,365,241,401,944
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6138,714,365,241,597,731
5,16.6106,714,365,241,401,903
5,16.5926,714,412,241,401,183
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,241,365,714,183,401
5,16.5913,714,365,241,183,401
5,16.5913,241,365,714,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,241,365,714,183,401
5,16.5913,714,365,241,183,401
5,16.5913,241,365,714,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
5,16.5913,714,365,241,183,401
