n_nodes,influence,n0,n1
2,6.8551,795,499
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
2,6.8302,795,430
