n_nodes,influence,n0,n1
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
2,6.9578,967,157
