n_nodes,influence,n0,n1
2,7.0919,401,347
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
2,7.0913,795,401
