n_nodes,influence,n0,n1
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
2,7.0634,401,967
