n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7721.4700,440,902,46,95,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7706.7700,440,902,46,944,241,344,347
7,7702.2100,344,902,507,944,241,535,440
7,7692.9400,440,902,46,95,241,535,344
7,7692.9400,440,902,46,95,241,535,344
7,7692.9400,440,902,46,95,241,535,344
7,7692.9400,440,902,46,95,241,535,344
7,7692.9400,440,902,46,95,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
7,7677.7000,440,902,46,944,241,535,344
