n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,11021.4700,261,973,206,401,597,789,632,157,926,895
10,10971.9700,261,583,973,401,597,789,632,157,926,895
10,10971.9700,261,583,973,401,597,789,632,157,926,895
10,10971.9700,261,583,973,401,597,789,632,157,926,895
10,10968.2500,165,583,789,401,786,535,632,157,926,895
10,10924.0300,165,973,789,401,786,535,632,157,926,895
10,10924.0300,165,973,789,401,786,535,632,157,926,895
10,10924.0300,165,973,789,401,786,535,632,157,926,895
10,10924.0300,165,973,789,401,786,535,632,157,926,895
10,10924.0300,165,973,789,401,786,535,632,157,926,895
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10916.2600,165,583,973,401,786,499,789,317,632,926
10,10913.2300,261,144,401,786,789,155,632,157,926,895
10,10895.2300,165,583,401,786,789,535,632,157,926,897
10,10895.2300,165,583,401,786,789,535,632,157,926,897
10,10895.2300,165,583,401,786,789,535,632,157,926,897
10,10893.8800,900,583,973,401,786,499,789,317,632,926
10,10893.8800,900,583,973,401,786,499,789,317,632,926
10,10893.8800,900,583,973,401,786,499,789,317,632,926
10,10882.6600,165,194,206,401,786,535,632,157,926,895
10,10882.3000,165,973,206,401,786,535,632,157,926,895
10,10882.3000,165,973,206,401,786,535,632,157,926,895
10,10878.2200,261,583,401,786,163,499,789,157,926,895
10,10871.7400,261,583,401,786,627,499,789,157,926,895
10,10861.3600,261,583,401,786,163,499,789,632,317,926
10,10861.3600,261,583,401,786,163,499,789,632,317,926
10,10861.3600,261,583,401,786,163,499,789,632,317,926
10,10861.3600,261,583,401,786,163,499,789,632,317,926
10,10856.6800,261,583,401,786,627,499,789,317,632,926
10,10856.6800,261,583,401,786,627,499,789,317,632,926
10,10856.6800,261,583,401,786,627,499,789,317,632,926
10,10856.6800,261,583,401,786,627,499,789,317,632,926
10,10851.7000,261,973,206,401,597,789,632,157,926,445
10,10851.7000,261,973,206,401,597,789,632,157,926,445
10,10851.7000,261,973,206,401,597,789,632,157,926,445
10,10843.2700,165,583,973,401,786,535,632,157,926,895
10,10843.2700,165,583,973,401,786,535,632,157,926,895
10,10843.2700,165,583,973,401,786,535,632,157,926,895
10,10829.4700,261,144,789,401,786,535,632,157,926,895
10,10829.4700,261,144,789,401,786,535,632,157,926,895
10,10829.4700,261,144,789,401,786,535,632,157,926,895
