n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
118,156,95,68,35,30.86,11.1,11.24
47,173,1,86,128,25.52,11.47,11.52
118,154,20,85,141,29.35,12.53,13.560000000000002
157,179,10,186,97,36.96,16.11,16.560000000000002
43,180,115,185,108,25.54,10.42,10.200000000000003
40,43,60,13,28,38.68,16.24,16.720000000000006
33,129,151,16,198,31.66,12.1,12.440000000000001
176,98,191,26,74,31.2,12.67,12.96
52,172,57,185,107,25.08,10.38,10.36
22,197,68,53,101,26.39,11.53,11.12
71,87,11,51,181,36.44,15.66,16.080000000000005
1,105,14,96,125,33.54,16.52,16.240000000000002
35,6,60,108,188,31.93,15.75,16.640000000000004
28,152,0,31,195,39.9,19.23,20.28
148,50,51,84,2,33.97,13.8,14.840000000000003
21,34,138,4,128,35.91,17.66,18.400000000000002
21,146,127,137,50,28.96,11.3,12.04
107,17,101,49,163,31.39,12.84,13.440000000000001
195,23,179,148,37,31.47,12.7,13.36
44,155,184,10,13,38.66,19.34,20.440000000000005
69,142,174,155,38,33.04,12.47,12.84
190,68,188,147,8,29.13,12.94,12.559999999999999
31,180,103,60,41,27.47,14.45,14.560000000000002
156,129,11,188,93,31.67,12.74,14.000000000000004
172,133,151,144,198,27.03,10.04,10.8
176,22,88,28,149,33.77,15.27,15.360000000000003
93,115,53,102,50,28.0,12.52,12.360000000000001
147,190,4,97,155,35.09,17.98,18.48
84,0,110,28,54,41.29,21.64,22.0
56,113,69,83,22,29.56,12.15,13.120000000000001
78,161,72,26,132,29.89,13.61,13.200000000000001
14,6,97,199,143,33.08,16.79,17.480000000000004
109,127,88,181,199,30.96,12.46,12.84
63,144,188,16,108,30.4,11.56,11.84
165,59,24,194,102,31.18,12.56,12.24
130,95,143,94,35,26.39,10.6,10.88
170,74,43,177,66,32.35,13.07,14.640000000000002
7,12,44,67,42,37.34,21.17,22.280000000000005
30,155,37,3,12,43.31,26.82,28.28
15,115,53,99,75,29.41,11.2,11.64
156,3,90,72,36,41.51,25.47,26.520000000000007
123,143,71,35,22,27.53,13.37,13.360000000000001
191,142,75,178,30,24.9,10.26,10.520000000000001
16,107,115,36,180,33.77,12.74,13.320000000000002
143,195,98,150,43,25.54,9.59,10.16
169,183,70,197,152,27.4,11.56,11.400000000000002
155,126,89,25,12,35.93,14.76,15.600000000000003
70,135,32,44,161,32.82,14.28,14.360000000000003
21,41,199,56,3,39.17,25.62,26.399999999999995
51,45,121,116,151,27.52,11.4,12.000000000000002
143,139,99,21,44,29.19,13.29,13.680000000000001
140,123,151,67,137,26.97,9.53,9.8
17,166,7,148,149,37.84,15.87,16.520000000000003
111,139,79,134,134,24.82,9.61,14.32
137,164,16,164,146,22.95,9.17,11.48
138,76,16,185,57,23.79,9.29,10.2
184,35,26,25,179,31.32,12.77,13.8
125,116,15,125,163,24.84,10.55,14.040000000000001
186,13,173,154,7,37.38,17.25,17.880000000000003
95,62,117,59,95,27.63,10.34,13.880000000000003
186,146,159,126,62,27.04,12.09,11.72
9,159,152,21,156,37.63,18.17,18.92
12,173,104,104,150,30.69,12.3,14.160000000000005
17,20,48,8,155,37.79,19.43,20.44
192,46,21,16,7,37.78,16.41,17.400000000000006
90,159,120,140,137,31.2,10.64,11.080000000000002
121,6,180,198,19,36.4,17.84,18.840000000000003
85,21,82,2,118,30.17,13.94,14.000000000000002
114,151,38,98,122,27.56,9.51,10.4
35,27,89,171,59,33.04,14.87,15.0
115,199,33,49,56,28.66,12.72,14.080000000000002
27,28,13,30,19,40.26,20.14,21.240000000000006
165,21,95,26,189,32.56,13.53,13.76
6,119,160,133,51,36.78,17.05,18.60000000000001
94,162,20,60,1,29.89,13.74,13.680000000000003
65,195,132,174,50,31.39,10.91,11.76
3,112,64,156,5,41.55,22.62,25.76
26,132,106,14,64,33.04,15.74,16.880000000000003
121,80,154,56,163,26.35,12.1,11.0
15,174,70,33,76,31.36,15.02,14.600000000000001
9,47,90,103,1,39.69,20.52,20.560000000000002
77,24,7,81,112,35.11,15.8,16.840000000000003
63,106,154,82,125,30.51,11.34,11.680000000000003
144,88,102,110,53,32.85,12.04,12.0
20,70,77,118,119,28.41,13.18,13.200000000000005
156,145,116,112,98,28.15,10.27,10.6
47,84,102,15,83,34.14,15.74,16.520000000000003
23,43,81,139,6,40.0,19.23,19.240000000000006
48,54,182,93,168,30.53,12.38,13.88
35,160,21,86,114,25.77,10.95,11.559999999999999
155,153,194,171,187,27.69,9.72,10.2
98,54,178,138,197,23.2,11.03,10.48
85,19,4,171,141,40.04,18.92,19.959999999999997
107,120,58,186,82,30.59,12.04,11.96
195,131,128,25,118,28.49,12.53,12.600000000000001
183,0,72,136,52,41.66,19.93,21.680000000000003
18,57,2,80,10,41.14,19.98,22.520000000000007
23,38,84,41,177,35.05,16.08,17.240000000000006
24,130,103,166,101,26.21,11.56,11.92
99,150,129,34,130,24.29,9.1,9.64
