n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,32.9299,608,884,452,229,902,46,430,338,344,697
10,32.8373,608,832,902,73,46,430,338,344,697,664
10,32.8232,608,483,452,229,902,46,430,370,344,697
10,32.7992,608,832,902,534,716,46,430,344,697,603
10,32.7984,608,483,452,229,338,902,46,430,344,697
10,32.7984,608,483,452,229,902,46,430,338,344,697
10,32.7984,608,483,452,229,902,46,430,338,344,697
10,32.7984,608,483,452,229,338,902,46,430,344,697
10,32.7709,608,603,73,832,902,46,430,716,344,697
10,32.7709,608,603,73,832,902,46,430,716,344,697
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6976,608,452,229,274,902,46,430,344,697,483
10,32.6908,608,603,73,229,902,46,430,344,697,483
10,32.6716,608,452,229,274,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6459,608,603,73,832,902,46,430,338,344,697
10,32.6206,608,452,229,902,46,944,274,716,344,697
10,32.6206,608,452,229,902,46,944,274,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.6150,608,452,740,229,902,46,430,716,344,697
10,32.5686,608,832,902,73,46,430,338,344,936,603
10,32.5359,608,483,452,558,902,46,430,274,344,697
10,32.5359,608,483,452,558,902,46,430,274,344,697
10,32.5359,608,483,452,558,902,46,430,274,344,697
10,32.5359,608,483,452,558,902,46,430,274,344,697
10,32.5180,608,483,452,229,740,902,46,430,344,126
10,32.5160,608,452,229,740,902,128,46,430,344,697
10,32.5140,608,452,740,229,902,46,430,344,697,483
10,32.5140,608,452,740,229,902,46,430,344,697,483
10,32.5140,608,452,740,229,902,46,430,344,697,483
10,32.5140,608,452,740,229,902,46,430,344,697,483
