n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,32.9726,194,293,401,468,149,697,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9482,194,293,468,149,401,825,250,507,572,990
10,32.9439,194,293,401,944,149,825,250,507,468,918
10,32.9231,194,293,468,149,401,825,250,507,572,918
10,32.8349,194,293,401,944,149,825,250,507,572,990
10,32.7858,741,807,468,149,401,825,250,507,572,990
10,32.7320,741,821,401,149,848,126,947,117,507,990
10,32.7134,741,821,401,149,848,126,947,117,468,225
10,32.6877,194,293,401,468,149,825,311,507,572,990
10,32.6823,741,821,401,149,848,126,947,507,572,990
10,32.6742,741,401,811,821,149,825,250,507,572,990
10,32.6734,194,293,401,468,149,918,825,507,979,990
10,32.6714,194,293,401,468,149,945,250,507,572,990
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.6167,741,821,401,149,848,126,947,117,468,918
10,32.5928,194,293,401,468,149,825,983,507,572,990
10,32.5862,194,293,468,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5316,741,401,147,821,149,825,250,507,572,990
10,32.5228,741,848,401,947,515,821,149,117,918,126
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.5068,741,821,401,149,990,825,250,117,468,225
10,32.4981,194,293,401,468,149,825,250,376,572,990
10,32.4962,93,401,147,821,149,825,250,507,572,990
10,32.4899,194,851,401,468,149,825,250,507,572,990
10,32.4844,741,401,147,821,149,825,250,507,572,918
10,32.4844,741,401,147,821,149,825,250,507,572,918
10,32.4799,741,401,147,821,149,377,250,507,572,990
