n_nodes,influence,n0,n1
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
2,7.0682,46,401
