n_nodes,influence,n0,n1
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
2,7.0484,401,608
