n_nodes,influence,n0,n1
2,6.9037,157,731
2,6.9037,157,731
2,6.9037,157,731
2,6.9037,157,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
2,6.8397,507,731
