n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,94.05,15.73,15.27999999999999
41,265,988,523,497,135.18,18.69,18.079999999999995
414,940,802,849,310,81.86,11.21,10.72
991,488,366,597,913,86.77,10.11,9.960000000000003
929,223,516,142,288,119.6,13.52,13.440000000000001
143,773,97,633,818,99.85,13.39,13.440000000000003
256,931,545,722,829,109.99,11.31,12.68
616,923,150,317,101,136.29,19.06,19.199999999999996
747,75,920,870,700,85.03,12.06,11.16
338,483,573,103,362,118.67,18.18,17.799999999999994
444,323,625,655,934,86.16,14.36,15.719999999999992
209,989,565,488,453,146.34,23.55,24.799999999999976
886,533,266,63,824,116.16,17.56,17.679999999999996
940,561,937,14,95,153.96,25.94,27.28
736,860,408,727,844,125.08,17.28,18.599999999999987
803,684,640,1,626,114.57,11.85,12.080000000000002
505,847,888,341,249,130.19,14.22,14.88
747,333,720,891,64,100.28,12.56,12.520000000000001
195,939,581,227,244,107.06,11.94,12.760000000000002
822,990,145,822,556,77.2,8.79,10.56
458,93,82,327,896,135.12,22.5,21.199999999999992
520,955,501,111,308,117.82,16.69,17.199999999999992
564,298,723,127,560,106.8,11.63,11.840000000000002
340,834,944,553,208,81.95,11.3,11.240000000000002
986,818,617,560,601,82.91,11.69,11.840000000000003
294,455,93,610,817,108.36,16.77,17.31999999999999
394,324,589,247,297,100.02,14.09,13.240000000000002
188,193,841,191,33,118.25,18.91,19.559999999999995
627,672,266,487,70,123.84,14.62,13.560000000000002
91,695,775,133,897,103.19,13.05,15.719999999999994
153,945,39,862,82,153.82,23.38,24.199999999999996
919,716,945,849,553,96.23,13.58,12.080000000000002
699,400,857,722,537,83.32,12.3,11.959999999999999
282,534,831,241,869,95.56,14.82,14.519999999999992
220,916,695,603,845,110.95,14.3,14.679999999999994
972,429,593,281,461,90.42,12.32,12.32
504,676,656,717,938,74.84,10.11,10.720000000000002
812,365,84,332,627,145.85,19.5,19.560000000000006
118,498,601,645,343,109.08,15.76,16.04
865,194,248,16,749,146.87,19.84,20.160000000000004
277,119,722,225,380,121.02,17.0,16.68
813,174,340,436,835,125.38,13.33,13.560000000000002
63,103,801,149,875,125.37,19.57,21.519999999999996
714,224,46,836,587,113.7,19.55,19.319999999999997
649,931,958,547,616,121.28,14.55,14.080000000000004
696,75,27,127,650,153.83,23.61,26.399999999999995
193,620,850,589,122,104.05,14.11,13.800000000000004
400,93,379,853,118,128.84,17.81,20.51999999999999
37,620,22,199,984,140.25,19.05,19.360000000000003
993,189,735,126,490,115.38,11.63,12.960000000000003
215,744,819,62,959,146.7,23.37,23.19999999999999
695,23,557,435,635,129.62,17.99,18.4
103,855,266,71,226,152.79,20.87,21.319999999999997
73,662,308,358,446,108.04,19.38,19.23999999999999
184,62,515,478,40,122.25,17.16,18.319999999999997
610,103,716,400,204,130.92,20.22,19.159999999999993
266,367,926,749,481,119.89,15.72,15.199999999999992
858,923,940,583,173,93.91,12.03,11.400000000000002
714,688,208,989,785,127.32,17.58,18.23999999999999
59,807,692,162,865,101.06,14.45,14.520000000000001
165,350,542,256,120,118.18,14.22,14.519999999999998
611,943,452,681,179,125.16,15.34,15.360000000000003
13,482,697,419,921,139.35,21.9,23.639999999999997
582,895,520,939,318,118.89,16.44,16.759999999999994
664,365,397,857,673,109.65,13.52,13.240000000000002
256,157,574,707,12,136.59,28.48,29.719999999999985
468,759,80,343,756,125.12,18.67,18.919999999999998
46,557,287,138,245,121.79,14.89,15.920000000000002
780,976,493,360,624,78.1,10.95,11.24
294,689,367,604,969,122.3,14.55,15.439999999999994
913,648,874,635,135,119.18,12.28,12.040000000000001
732,317,397,766,424,113.31,17.35,17.159999999999993
848,666,82,1,608,125.51,16.99,18.639999999999993
196,715,342,163,245,105.06,15.26,14.600000000000001
228,652,458,387,727,88.19,13.26,13.32
896,689,581,895,424,117.96,15.16,14.080000000000002
32,411,892,718,581,131.81,21.11,20.399999999999995
428,790,678,726,47,110.14,15.28,15.760000000000002
169,456,65,265,718,102.15,14.24,14.440000000000003
161,457,540,906,498,108.11,17.16,16.479999999999993
929,574,618,773,0,170.41,32.77,33.879999999999995
905,39,506,333,319,115.66,22.0,21.96
857,478,51,828,842,117.38,13.66,13.400000000000002
896,997,831,425,192,116.72,20.33,20.19999999999999
561,986,648,85,857,124.43,14.39,14.240000000000004
742,133,15,411,972,159.57,24.81,25.079999999999988
694,427,323,3,218,162.14,50.43,54.040000000000056
14,734,772,2,842,163.89,29.3,30.159999999999993
691,541,626,100,195,105.39,12.45,12.240000000000002
121,622,664,203,894,107.26,13.91,13.68
309,286,705,186,102,139.38,19.22,19.71999999999999
487,874,944,406,642,77.76,11.5,11.440000000000001
83,22,281,935,463,148.15,19.33,19.680000000000003
819,811,118,882,262,118.22,12.01,11.920000000000002
136,669,533,836,666,104.12,11.84,12.720000000000002
660,355,117,892,158,125.59,20.58,21.439999999999994
285,871,19,43,41,152.14,26.07,27.92
210,697,265,571,322,124.0,15.13,16.839999999999996
969,375,960,581,931,96.79,12.22,12.160000000000002
869,43,866,767,984,92.83,12.6,12.360000000000001
