n_nodes,influence,n0,n1
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
2,2375.4800,967,401
