n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
663,1941,308,808,1333,237.87,13.51,14.319999999999999
98,148,1681,1097,192,285.7,22.15,25.199999999999985
748,1193,118,1863,1039,199.32,14.87,15.879999999999988
439,76,176,888,856,245.01,14.53,14.400000000000002
143,492,185,1128,869,231.64,18.44,19.47999999999999
121,1693,1158,253,1940,271.2,18.73,19.000000000000004
457,1291,1284,1193,1940,228.07,14.82,15.15999999999999
126,1181,1199,812,101,261.58,16.25,16.520000000000003
1999,452,95,1140,1758,271.96,18.54,19.399999999999995
272,593,858,295,1107,234.11,15.68,15.759999999999998
241,1169,631,1147,1671,240.09,13.3,13.960000000000004
1396,370,211,1191,1169,222.33,12.42,12.480000000000004
1308,384,762,199,1121,230.76,12.84,14.080000000000002
1458,128,1155,122,1267,257.03,17.77,17.72
421,1016,1393,1088,875,186.77,11.07,11.120000000000001
1591,643,953,1199,1891,186.06,18.07,16.35999999999999
928,740,613,508,1626,186.44,15.45,15.879999999999988
368,1431,1597,499,167,238.11,16.8,16.92
1176,614,1075,1013,1792,160.42,11.08,11.120000000000001
703,1493,919,589,1247,193.91,12.35,13.199999999999996
149,241,1048,856,337,196.13,14.52,15.16
1550,700,311,1911,1001,224.32,20.25,21.359999999999985
863,80,1970,1368,158,248.78,20.09,19.840000000000003
1565,1142,1173,1616,1792,162.07,12.11,11.8
1675,642,696,1423,717,241.59,15.91,15.88
1217,1017,1187,1632,934,244.98,14.26,13.72
140,1720,191,1934,552,241.96,21.53,20.79999999999999
970,1427,1360,133,124,248.79,20.97,19.319999999999986
1497,1436,634,1325,1183,187.89,15.54,17.039999999999992
1395,1683,912,582,1467,224.53,10.83,11.48
790,1816,1369,710,46,209.5,17.54,17.439999999999998
1926,945,727,344,1251,238.8,15.12,15.2
239,1011,120,446,1573,256.4,16.12,16.28
588,264,1512,507,814,193.94,15.52,15.639999999999999
800,1877,1784,1016,165,217.49,15.18,14.160000000000004
340,919,822,1125,569,194.71,12.88,12.879999999999997
1809,280,1677,881,1769,189.01,11.95,11.68
1126,570,1446,850,734,251.61,20.56,22.43999999999999
1398,1810,779,1961,472,177.56,10.24,10.239999999999998
309,169,360,309,475,205.53,10.44,14.16
1348,477,24,993,1702,288.79,20.07,20.840000000000003
1206,373,538,577,8,314.91,31.97,32.199999999999974
298,858,1094,756,1248,149.8,11.85,11.08
1159,652,1951,257,1414,236.21,16.61,17.799999999999997
1759,1055,1946,1264,1341,115.88,10.82,10.280000000000001
1384,1515,110,935,1842,191.04,15.87,16.359999999999992
1783,1597,1949,1791,1393,128.39,9.37,9.920000000000002
1634,1145,803,815,817,175.09,13.53,13.199999999999996
807,212,986,1299,820,283.23,20.65,20.68
127,390,137,427,902,285.67,15.71,18.08
332,225,696,1230,107,258.32,17.67,18.28
209,0,1160,309,1098,357.69,53.63,54.63999999999999
207,1943,744,1256,52,189.59,15.11,15.52
144,1790,425,1257,770,270.38,22.17,27.039999999999964
304,1299,516,1956,711,189.55,12.55,12.239999999999998
1233,745,971,251,236,230.39,16.43,16.080000000000002
1738,999,954,983,990,174.88,10.92,10.640000000000002
638,175,295,209,1535,306.25,31.22,30.519999999999982
701,1516,542,980,1697,159.1,10.71,10.4
1417,330,1057,47,420,255.33,22.42,23.599999999999994
1947,1949,1081,740,300,196.23,14.11,13.440000000000001
1413,1112,1872,55,1552,204.78,13.9,12.760000000000002
1081,610,1316,1768,186,257.56,20.81,20.759999999999987
1425,1731,534,1061,751,188.23,12.46,12.0
1860,342,728,1580,456,192.07,13.96,14.240000000000002
1090,1109,1595,1029,675,213.85,16.9,17.35999999999999
1303,456,1255,1661,1614,165.73,10.47,10.32
1553,1746,399,1650,490,181.99,13.86,14.239999999999995
1675,820,1515,1645,464,175.33,15.66,16.47999999999999
409,1060,1009,728,1497,249.07,14.51,15.000000000000004
59,57,1618,572,967,247.77,19.11,19.520000000000003
530,396,1418,1239,1958,278.96,19.86,20.879999999999992
705,915,1655,1919,1480,218.19,12.26,12.92
715,1955,1995,746,164,243.49,16.46,16.92
451,209,464,962,402,302.78,19.65,24.159999999999975
691,418,988,1278,1843,212.37,14.74,15.71999999999999
1249,1721,3,981,1862,354.17,71.96,71.68000000000006
1337,704,1637,1317,173,195.31,14.61,14.68
1709,1352,245,1863,795,188.01,10.49,10.719999999999999
1602,1457,1536,408,979,255.38,19.8,21.19999999999999
1820,365,888,1616,1302,178.0,11.4,11.399999999999999
680,177,1640,1937,1989,216.3,16.25,17.31999999999999
1478,810,948,822,1522,181.81,12.01,12.4
1939,173,1484,325,348,216.31,16.71,16.76
260,56,309,1209,1853,231.74,18.54,17.44
953,1651,1343,299,1252,205.59,12.69,13.0
1692,1220,971,1346,1919,146.59,9.81,9.680000000000001
717,319,1123,1122,268,228.79,16.74,15.64
43,29,1637,1988,1487,259.77,21.04,20.36
1330,210,1078,1534,1912,201.85,15.6,16.599999999999987
285,888,1785,398,1691,251.79,16.26,16.439999999999998
1789,432,57,515,435,275.51,19.41,20.160000000000004
599,1026,492,1564,1201,164.84,15.61,16.439999999999987
667,531,1114,858,1708,206.46,11.93,11.88
268,124,1863,1515,724,261.15,19.67,21.119999999999987
1838,938,1356,1194,1669,239.88,17.99,18.11999999999999
1851,1058,861,1693,1879,154.04,9.13,10.08
1798,1027,267,1089,310,196.88,13.41,13.239999999999998
1072,1045,38,1787,901,207.44,15.58,15.4
1590,375,1246,8,1589,322.24,24.43,27.319999999999993
