n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,776.71,34.02,34.25
197,721,44,87,140,780.72,93.46,99.25
253,830,518,214,410,777.97,81.4,85.25
657,31,470,499,464,777.15,40.75,40.25
399,506,586,196,918,777.34,50.15,52.0
850,412,91,496,239,777.41,42.68,47.0
777,20,717,273,532,777.9,79.94,83.0
417,485,923,933,388,779.68,26.26,27.0
743,116,678,264,99,779.8,49.44,51.0
833,64,395,635,849,779.66,49.58,54.0
386,110,676,59,346,778.51,40.08,41.5
240,707,88,509,925,780.76,71.18,77.75
665,529,923,212,595,775.11,56.05,63.25
827,145,621,65,552,779.67,40.63,43.5
968,38,500,718,198,777.29,52.52,55.0
151,968,880,592,467,780.1,38.89,41.0
746,598,902,455,292,781.41,31.48,33.5
570,365,875,899,436,778.55,58.04,58.25
138,162,782,615,99,778.61,45.89,47.75
544,706,321,718,365,779.89,38.48,39.75
972,659,863,506,515,777.9,42.99,49.0
638,202,316,153,364,777.81,65.31,67.5
541,291,522,672,73,776.12,63.15,63.0
827,924,877,519,934,780.35,21.99,22.5
718,558,225,352,249,780.42,48.54,49.5
929,12,302,351,225,778.42,91.41,103.25
273,34,433,260,385,779.55,52.01,53.75
305,854,722,912,426,782.77,22.3,22.5
179,673,405,119,170,780.39,84.41,90.5
954,679,872,998,26,779.83,49.72,50.75
206,996,784,164,307,777.53,40.66,40.5
119,13,815,782,389,781.35,81.47,87.5
350,856,174,582,446,778.66,39.03,39.75
926,237,142,419,577,780.15,37.26,38.5
456,416,427,82,602,777.91,53.68,57.75
71,295,734,97,34,779.3,91.41,99.75
87,679,109,782,533,780.83,74.24,73.25
539,368,157,827,958,777.92,55.09,61.0
517,499,725,152,618,777.72,36.73,36.75
64,194,17,934,143,778.16,87.82,96.75
348,395,674,587,123,774.83,61.6,62.75
761,306,359,333,988,779.85,48.36,52.5
374,3,661,855,510,777.3,193.92,221.5
215,62,896,632,33,778.7,103.04,116.0
904,988,889,777,827,777.96,31.45,31.0
836,593,176,182,345,779.48,44.18,48.5
993,441,452,123,85,779.58,49.71,51.75
205,619,229,509,830,779.19,44.85,43.75
484,809,158,390,124,775.55,59.49,62.75
111,594,738,463,663,777.4,73.25,107.25
129,736,450,526,742,780.33,65.37,67.0
92,732,950,482,577,777.38,53.3,57.75
403,836,369,466,230,776.76,38.75,41.0
52,202,50,456,114,777.55,66.44,72.25
110,216,742,4,725,779.49,129.49,147.75
615,626,928,23,670,781.49,64.51,65.75
372,849,442,540,95,778.13,58.11,64.75
991,766,773,614,514,777.23,53.9,52.0
838,722,582,205,513,765.9,31.38,32.0
234,331,538,393,761,780.61,64.24,66.25
532,662,200,6,296,777.63,116.13,125.75
627,303,930,81,761,776.76,71.89,75.75
328,949,928,412,229,779.63,33.53,34.0
647,303,81,560,429,779.2,46.3,46.5
762,378,826,964,758,769.88,27.42,30.25
870,328,528,309,640,780.13,39.43,40.0
851,980,365,802,916,780.24,25.73,26.5
302,667,866,111,200,779.0,52.65,58.25
496,378,387,981,599,781.31,28.52,29.75
867,940,319,210,297,781.5,61.8,64.5
406,627,392,862,941,778.22,32.82,33.75
700,536,958,707,745,780.69,49.66,54.0
364,840,692,619,599,769.93,35.68,37.5
370,689,437,200,501,780.4,43.11,43.75
842,541,519,858,83,777.61,36.17,35.0
275,167,70,510,750,781.53,58.41,60.5
887,277,429,798,119,778.98,54.19,51.75
639,849,844,280,298,776.02,36.72,36.75
280,823,845,516,275,779.45,47.64,53.75
283,909,647,421,250,777.49,32.18,35.0
370,251,988,253,809,777.55,36.74,40.0
516,765,468,255,239,776.97,47.16,50.0
832,830,610,537,849,781.5,37.84,40.25
200,376,508,799,108,774.66,73.28,75.0
812,114,397,86,670,780.2,45.86,48.25
174,798,580,437,942,778.61,58.53,60.25
46,805,931,140,22,782.03,78.12,96.0
624,195,701,270,89,779.62,64.48,68.0
97,473,470,889,685,776.98,51.02,51.0
927,289,947,579,94,779.86,36.08,38.25
129,621,366,885,668,782.67,63.14,66.5
67,327,809,39,855,777.15,80.96,86.25
941,85,879,140,669,778.61,44.58,46.25
823,375,848,76,834,780.98,27.47,28.75
236,742,37,614,809,780.06,49.13,48.75
326,227,303,761,366,780.12,63.01,68.0
990,334,67,532,921,781.3,46.17,48.0
116,938,738,624,356,780.59,82.01,83.25
444,163,160,261,914,777.11,49.84,50.5
398,152,441,745,800,779.18,49.57,51.75
