n_nodes,influence,n0,n1
2,23.2405,66,14
2,23.2405,66,14
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
2,19.4664,14,91
