n_nodes,influence,n0,n1
2,28.0285,36,9
2,28.0285,36,9
2,28.0285,36,9
2,28.0285,36,9
2,22.8668,9,701
2,22.8480,51,22
2,22.7922,20,22
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
2,19.4810,22,36
