n_nodes,influence,n0,n1
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
2,37.5080,14,5
