n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,637.07,47.2,44.91999999999997
49,74,840,548,96,634.5,72.72,90.27999999999989
374,596,59,931,519,623.72,31.99,31.96
219,38,88,444,428,631.41,48.3,53.640000000000015
71,246,92,564,434,631.45,39.95,42.440000000000005
60,846,579,126,970,636.76,35.54,38.199999999999996
228,645,642,596,970,632.41,26.15,28.36
63,590,599,406,50,635.47,48.02,49.79999999999997
999,226,47,570,879,638.0,50.99,54.35999999999997
136,296,429,147,553,628.21,27.35,27.16
120,584,315,573,835,636.18,30.8,31.240000000000006
698,185,105,595,584,632.18,35.5,36.2
654,192,381,99,560,632.85,54.78,59.07999999999997
729,64,577,61,633,629.34,39.4,39.160000000000004
210,508,696,544,437,627.73,49.41,57.71999999999993
795,321,476,599,945,637.08,24.83,25.000000000000004
464,370,306,254,813,617.69,38.42,38.999999999999964
184,715,798,249,83,631.54,41.47,42.68
588,307,537,506,896,627.0,30.36,31.96
351,746,459,294,623,631.58,27.2,29.960000000000004
74,120,524,428,168,631.94,62.83,70.35999999999993
775,350,155,955,500,627.46,32.9,34.040000000000006
431,40,985,684,79,635.77,54.94,56.51999999999998
782,571,586,808,896,623.03,25.73,25.880000000000003
837,321,348,711,358,627.35,27.67,27.400000000000002
608,508,593,816,467,635.63,43.88,52.51999999999994
70,860,95,967,276,633.57,32.14,33.08000000000001
485,713,680,66,62,639.54,41.88,42.43999999999997
748,718,317,662,591,620.49,55.41,61.15999999999994
697,841,456,291,733,605.87,17.47,18.36
395,908,684,355,23,631.88,62.97,66.59999999999995
963,472,363,172,625,628.83,24.38,25.56
119,505,60,223,786,631.0,39.49,41.32000000000001
294,132,756,253,407,634.71,45.86,49.239999999999974
400,938,892,508,82,629.94,62.63,69.47999999999993
170,459,411,562,284,622.11,37.06,35.88000000000001
904,140,838,440,884,630.99,35.3,35.56000000000002
563,285,723,425,367,615.82,54.71,59.319999999999936
699,905,389,980,236,613.49,21.67,21.88
154,84,180,154,237,633.32,44.49,52.59999999999999
674,238,12,496,851,637.99,62.39,66.44
603,186,269,288,4,631.53,95.33,112.75999999999998
149,429,547,378,624,617.22,30.79,30.92000000000001
579,326,975,128,707,624.63,47.12,46.59999999999997
879,527,973,632,670,636.2,30.78,31.560000000000006
692,757,55,467,921,638.98,23.79,25.000000000000004
891,798,974,895,696,621.95,23.76,22.840000000000003
817,572,401,407,408,633.58,41.23,45.39999999999996
403,106,493,649,410,627.29,33.72,34.519999999999996
63,195,68,213,451,633.22,53.27,59.63999999999997
166,112,348,615,53,635.49,36.04,39.40000000000001
104,0,580,154,549,633.75,108.07,119.39999999999998
103,971,372,628,26,636.13,62.36,61.95999999999995
72,895,212,628,385,632.74,55.27,58.03999999999998
152,649,258,978,355,626.98,33.36,32.440000000000005
616,372,485,125,118,635.18,38.96,43.400000000000006
869,499,477,491,495,633.94,20.79,21.799999999999997
319,87,147,104,767,636.53,37.44,37.00000000000001
350,758,271,490,848,624.42,27.88,28.76
708,165,528,23,210,634.24,74.05,86.51999999999992
973,974,540,370,150,617.87,27.39,28.360000000000007
706,556,936,27,776,633.85,50.65,52.28
540,305,658,884,93,630.53,51.17,57.95999999999994
712,865,267,530,375,635.06,41.9,41.63999999999996
930,171,364,790,228,633.44,35.63,35.08000000000001
545,554,797,514,337,628.16,41.19,46.199999999999974
651,228,627,830,807,634.53,35.94,34.440000000000005
776,873,199,825,245,637.47,26.62,28.360000000000003
837,410,757,822,232,604.88,29.76,27.639999999999997
204,530,504,364,748,637.09,53.34,62.19999999999993
29,28,809,286,483,632.11,63.79,73.31999999999998
265,198,709,619,979,629.21,44.02,42.52000000000001
352,457,827,959,740,636.49,45.17,50.599999999999945
357,977,997,373,82,631.82,38.05,36.760000000000005
225,104,232,481,201,627.01,33.32,33.08
345,209,494,639,921,631.12,46.59,47.79999999999997
624,860,1,490,931,630.5,26.39,27.880000000000006
668,352,818,658,86,623.61,38.69,41.559999999999974
854,676,122,931,397,624.75,30.75,30.360000000000007
801,728,768,204,489,624.43,38.6,41.56000000000001
910,182,444,808,651,623.97,36.61,36.199999999999996
340,88,820,968,994,628.4,26.51,27.800000000000004
739,405,474,411,761,634.45,44.83,44.43999999999997
969,86,742,162,174,630.16,33.45,34.760000000000005
130,28,154,604,926,633.62,49.4,52.91999999999996
476,825,671,149,626,629.62,22.09,21.96
846,610,485,673,959,614.42,37.23,40.59999999999997
358,159,561,561,134,632.71,55.21,62.119999999999976
21,14,818,994,743,630.25,66.97,71.96
665,105,539,767,956,632.93,47.71,44.199999999999974
142,444,892,199,845,632.13,64.55,70.59999999999994
894,216,28,257,217,635.0,63.68,66.19999999999997
299,513,246,782,600,627.74,34.35,36.68000000000001
333,265,557,429,854,632.74,24.99,27.96
134,62,931,757,362,631.91,59.63,69.55999999999995
919,469,678,597,834,618.5,23.52,22.759999999999998
925,529,430,846,939,628.77,26.27,26.440000000000005
899,513,133,544,155,625.76,48.68,48.51999999999998
536,522,19,893,450,637.35,53.46,58.599999999999966
795,187,623,4,794,633.18,86.62,95.72
