n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,406.84,33.45,36.68000000000003
490,158,92,68,20,432.75,46.86,44.81000000000002
411,562,939,296,819,383.78,16.59,16.729999999999997
783,60,227,532,549,401.78,22.63,23.239999999999995
368,283,798,176,846,398.19,20.19,20.990000000000002
108,268,219,965,949,417.41,21.18,21.650000000000006
26,848,656,826,266,408.85,22.63,23.420000000000005
819,278,198,168,317,408.99,40.36,41.84000000000003
296,642,888,749,983,380.07,16.84,17.330000000000005
875,868,901,381,88,436.79,28.09,28.70000000000001
865,620,345,687,397,418.57,23.64,23.300000000000004
518,254,182,253,484,421.76,37.59,37.430000000000014
286,91,967,957,837,394.68,27.85,30.230000000000018
886,964,560,860,307,388.19,24.41,20.780000000000015
7,930,298,586,721,428.29,55.25,53.45000000000004
903,319,868,783,520,407.09,22.4,21.77
199,423,433,613,295,414.07,25.24,26.21
441,462,165,238,312,407.32,15.63,15.920000000000002
265,832,816,44,83,422.69,38.9,41.12000000000002
47,473,641,287,531,433.75,30.4,31.490000000000002
547,663,482,717,351,401.0,27.4,26.660000000000014
148,689,200,68,422,416.58,28.24,29.03
935,207,650,647,451,364.0,29.26,32.12000000000003
282,188,364,446,764,399.56,24.95,26.48000000000001
602,328,649,571,203,405.3,18.35,18.5
926,331,103,859,63,414.81,33.8,34.88000000000002
725,234,284,783,596,417.37,19.36,20.569999999999993
630,882,243,125,339,387.42,25.29,28.070000000000007
957,181,297,470,26,432.36,37.35,40.04000000000003
43,365,714,84,917,428.9,33.91,35.90000000000002
987,977,292,752,691,343.21,13.85,13.220000000000002
982,334,18,330,295,424.24,47.99,48.95000000000002
329,989,156,793,667,411.3,31.99,34.37000000000001
420,882,965,890,635,360.78,15.05,15.200000000000003
696,837,79,300,632,422.7,22.93,24.049999999999997
196,915,454,299,139,393.75,21.05,20.15
256,390,613,984,162,389.29,21.04,21.71
339,586,9,372,45,429.3,59.98,59.990000000000016
465,173,373,802,823,378.7,16.98,17.959999999999997
371,297,585,99,449,409.9,25.75,26.390000000000004
212,434,938,212,116,414.99,27.67,36.32000000000001
60,63,56,754,172,423.56,32.2,32.45000000000001
609,693,993,153,621,412.09,24.86,25.340000000000007
41,559,502,596,255,428.03,31.24,30.560000000000016
329,36,125,854,541,420.83,35.75,36.02000000000001
299,792,419,667,205,395.48,17.35,17.989999999999995
489,206,247,449,420,420.01,24.24,27.770000000000003
503,37,224,431,454,402.81,34.64,38.78000000000003
254,662,910,438,850,397.27,28.07,28.01000000000002
220,510,192,32,37,441.25,40.36,42.77000000000002
260,259,248,538,213,416.3,35.03,34.40000000000002
790,237,427,890,267,413.67,21.51,22.580000000000005
145,332,52,912,950,407.62,20.22,21.080000000000002
322,578,119,583,412,405.73,21.44,20.69
985,922,668,669,891,337.89,14.54,15.32
809,734,762,41,506,425.51,32.54,32.63000000000001
396,95,440,215,952,423.09,29.67,29.960000000000008
894,586,921,966,946,370.11,12.9,12.62
169,344,303,672,482,415.82,27.03,29.060000000000013
818,922,657,322,834,360.36,13.77,14.329999999999998
430,540,220,670,820,384.61,16.65,17.479999999999997
702,820,274,346,944,387.47,14.75,15.349999999999998
401,979,508,76,879,407.32,32.38,32.63000000000002
994,286,984,642,684,391.77,23.57,23.240000000000006
195,45,404,920,634,413.14,35.15,40.040000000000035
130,785,991,275,683,382.46,14.99,15.589999999999998
876,61,890,171,704,399.62,20.78,20.96
650,475,582,483,764,377.05,23.55,21.980000000000015
413,949,399,223,817,403.23,24.29,23.690000000000005
3,216,944,160,13,431.48,109.49,119.36
624,897,263,118,405,405.03,35.26,37.25000000000003
829,788,801,390,898,385.17,18.44,18.020000000000003
227,563,54,899,973,425.98,24.27,25.189999999999998
206,165,687,622,338,395.05,18.72,18.859999999999996
838,913,575,792,803,397.49,16.9,17.299999999999997
482,937,539,450,27,424.06,44.88,47.81000000000003
80,35,712,608,115,428.85,37.78,36.80000000000002
500,574,885,263,622,387.5,28.87,34.58000000000003
792,142,42,371,81,414.79,25.01,25.49
786,900,535,926,10,424.12,41.32,43.76000000000002
304,857,355,847,76,400.96,20.76,20.96
87,982,556,464,390,376.81,18.05,17.51
210,806,318,397,239,424.05,39.24,40.55000000000003
776,498,876,989,409,387.19,30.44,30.860000000000014
97,79,117,937,635,418.43,31.21,33.14
817,906,374,524,444,376.36,21.07,26.690000000000012
425,878,728,795,454,391.22,24.34,26.060000000000016
68,643,902,963,200,409.9,29.7,31.460000000000008
652,309,952,856,490,351.38,15.56,14.989999999999998
432,121,817,571,171,410.0,24.45,26.750000000000004
380,895,166,180,723,408.89,23.13,25.639999999999997
152,334,506,880,346,402.98,24.7,24.95
264,554,997,925,4,427.28,53.61,56.90000000000003
727,172,5,663,319,424.04,44.56,43.58000000000003
123,558,113,498,805,404.74,24.73,25.43
732,615,495,538,77,418.34,29.08,30.500000000000018
533,251,421,867,300,360.68,16.75,16.97
365,234,785,184,884,415.31,21.3,21.349999999999998
641,1,692,54,624,415.26,23.55,26.57
929,320,557,934,930,392.9,22.43,23.630000000000003
