n_nodes,influence,n0
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
1,1173.1600,795
