n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
20,9,25,41,3,15.43,12.84,13.760000000000002
4,34,6,23,37,14.77,11.84,12.839999999999998
3,32,13,2,5,16.23,13.77,15.120000000000003
27,26,4,15,5,16.87,13.38,15.480000000000004
35,27,3,36,7,17.11,14.95,15.840000000000005
14,40,40,37,3,14.75,11.53,13.640000000000004
36,37,25,3,14,15.05,13.67,14.440000000000003
2,35,8,18,26,14.85,11.0,12.240000000000002
9,34,7,36,19,15.79,13.31,13.360000000000001
35,43,11,6,37,15.02,11.42,11.719999999999999
36,40,12,23,6,15.47,11.58,12.120000000000001
35,45,4,36,3,16.47,14.31,16.280000000000005
39,13,31,43,34,11.73,9.42,9.479999999999999
27,49,20,29,37,15.2,11.08,11.32
29,23,19,15,11,14.43,11.46,11.68
44,49,15,5,36,14.48,11.08,12.080000000000002
19,33,31,21,46,13.02,9.23,9.8
28,18,38,4,7,17.33,13.97,16.040000000000003
32,26,10,48,21,14.54,10.54,11.48
9,31,26,2,42,15.03,11.25,11.96
4,48,35,36,20,14.52,11.5,11.68
21,44,22,38,31,13.47,10.31,10.440000000000001
37,29,4,5,17,15.85,13.35,15.040000000000003
30,44,42,4,3,16.56,15.09,16.120000000000008
46,44,19,41,36,14.66,10.72,11.360000000000001
43,28,18,45,24,12.81,10.56,10.8
42,22,1,29,22,10.07,7.3,9.4
10,39,7,31,3,16.42,13.44,14.640000000000004
13,49,18,8,47,14.51,10.77,11.759999999999998
15,25,25,31,5,11.05,9.25,10.84
10,28,25,35,17,14.26,10.83,11.840000000000002
8,27,35,17,45,13.96,11.09,11.760000000000002
26,22,43,24,14,12.59,9.28,9.360000000000001
9,5,11,9,14,14.17,10.33,14.68
42,14,0,31,37,16.33,12.43,13.080000000000004
11,16,18,0,9,15.51,14.45,15.720000000000002
26,34,23,39,36,13.43,9.87,10.6
20,8,44,32,39,14.23,12.07,12.840000000000002
41,43,47,3,29,15.63,13.15,13.680000000000003
49,43,35,25,25,10.2,6.91,9.04
25,25,6,30,40,10.82,8.43,9.919999999999998
25,3,12,4,13,16.3,14.69,16.320000000000004
28,10,7,21,38,15.46,12.66,13.040000000000001
3,6,0,36,9,16.89,15.62,17.480000000000004
34,6,23,39,1,14.01,10.08,10.879999999999999
4,13,39,24,9,16.83,14.63,15.8
40,16,22,38,23,13.28,9.37,9.920000000000002
30,7,7,31,29,12.15,9.0,12.64
30,30,19,5,9,13.75,10.41,12.84
6,47,21,47,16,11.99,8.47,10.959999999999997
30,44,10,33,1,14.54,11.25,11.880000000000003
13,33,23,9,44,15.34,11.5,13.08
34,1,48,33,19,13.49,9.03,10.24
41,5,44,16,33,14.74,11.1,11.920000000000002
23,10,22,49,14,14.73,10.41,11.8
34,34,49,32,21,10.39,8.23,10.280000000000001
40,14,39,48,12,12.46,9.7,10.28
15,25,47,14,12,13.05,10.06,10.68
33,31,22,46,1,13.17,9.37,9.840000000000002
1,17,30,16,12,13.59,10.4,10.72
44,38,22,28,46,15.21,10.26,11.280000000000001
22,23,5,14,6,13.74,10.66,11.599999999999998
14,30,12,21,13,13.18,10.34,10.84
30,39,39,0,30,12.65,8.82,13.040000000000003
41,22,41,5,42,12.55,8.75,11.200000000000001
7,24,45,48,12,16.1,11.63,12.639999999999999
30,11,27,40,21,12.15,9.54,9.84
5,46,25,29,25,11.15,7.72,10.240000000000002
47,5,46,10,10,12.47,9.45,13.720000000000002
8,1,9,37,29,15.11,11.2,11.839999999999998
41,9,39,38,30,14.25,10.72,11.44
42,22,9,35,35,11.8,8.4,10.64
8,1,0,46,41,15.75,13.0,13.800000000000002
6,33,47,8,27,15.78,12.48,13.84
12,13,1,16,13,12.19,8.06,10.6
18,32,15,48,37,14.19,10.46,11.24
20,16,34,26,8,13.7,10.36,11.2
3,47,22,29,42,15.79,13.6,14.560000000000002
37,33,26,32,8,14.24,11.13,11.880000000000003
34,9,33,32,1,13.77,10.91,12.000000000000002
28,49,11,38,0,14.42,11.99,14.200000000000005
49,9,11,9,30,12.93,10.44,14.2
39,46,7,35,3,16.25,13.41,13.520000000000001
20,43,33,33,35,9.69,8.06,10.880000000000003
30,49,6,35,3,16.68,13.81,14.680000000000001
15,12,17,2,49,14.57,10.75,12.120000000000001
6,32,28,35,1,14.27,10.95,11.680000000000001
48,4,28,20,39,14.76,12.29,13.360000000000001
32,38,32,12,44,13.62,9.3,12.24
17,28,32,34,30,14.63,10.7,10.96
32,15,44,33,16,13.3,10.17,11.040000000000001
35,12,28,8,26,13.68,11.44,12.120000000000001
7,25,28,20,4,16.58,12.97,15.440000000000001
42,15,27,4,13,16.03,12.89,14.000000000000002
42,19,7,49,9,15.97,11.68,13.279999999999998
45,41,42,23,9,14.32,10.78,11.84
16,8,29,14,47,13.1,10.24,10.84
6,25,31,10,42,16.83,12.06,12.6
14,10,45,27,32,16.28,11.75,12.600000000000001
25,21,26,12,22,11.63,9.41,9.639999999999999
