n_nodes,influence,n0,n1,n2,n3,n4
5,1049.4700,32,18,37,7,9
5,1049.4700,32,18,37,7,9
5,1041.6300,32,65,21,7,9
5,1041.6300,32,65,21,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1027.9800,32,65,67,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
5,1021.5400,32,65,37,7,9
