n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
7,8074.9900,46,401,245,659,597,344,157
