n_nodes,influence,n0,n1,n2,n3,n4
5,5800.1900,231,46,401,344,157
5,5800.1900,231,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5760.2900,890,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5732.1500,504,46,401,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
5,5728.4300,46,401,715,344,157
