n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,876.48,75.64,85.28000000000007
780,267,37,0,149,874.69,205.59,232.64000000000001
678,600,481,988,777,876.33,54.99,59.120000000000005
752,382,327,788,22,876.89,77.23,80.12
279,500,821,202,747,877.48,81.91,89.00000000000006
893,423,932,551,552,868.36,30.69,31.639999999999993
698,96,197,576,566,874.99,81.13,91.52000000000004
716,824,746,271,678,875.55,65.18,68.72
822,624,702,90,864,875.02,68.49,70.64
434,343,95,370,819,875.83,77.39,83.24000000000001
419,824,256,455,716,878.79,64.97,71.0
96,773,201,717,650,874.65,87.28,115.0400000000001
815,298,99,974,46,874.38,79.01,83.96
602,924,205,847,671,879.7,38.47,38.599999999999994
934,369,498,955,852,875.67,58.59,62.96000000000001
931,198,527,589,660,877.64,62.75,63.2
993,714,913,824,515,877.76,40.94,43.15999999999999
999,938,29,648,370,877.3,63.92,71.0
250,616,440,311,365,876.5,63.74,76.4
603,122,91,512,901,876.16,58.26,58.279999999999994
694,537,203,119,622,878.67,65.02,65.36000000000001
678,274,319,736,200,875.19,93.12,97.64000000000004
388,495,228,141,611,877.83,59.61,59.47999999999999
214,854,886,897,714,875.94,89.5,113.96000000000012
534,12,193,796,173,876.41,123.8,143.24
17,663,340,571,926,875.54,91.01,98.72000000000004
687,635,633,313,383,877.17,37.24,38.83999999999999
386,540,398,296,129,876.32,64.95,70.75999999999999
695,500,55,189,433,876.37,50.96,53.719999999999985
608,764,407,98,451,877.92,102.62,123.9200000000001
251,825,91,913,617,878.04,45.47,48.43999999999999
686,891,910,456,457,879.04,68.13,63.56000000000005
802,851,389,815,78,879.02,43.72,44.11999999999999
529,436,482,310,722,877.54,79.33,86.72000000000006
836,418,963,87,196,874.95,84.55,90.20000000000005
764,696,272,462,499,878.22,42.15,42.79999999999999
739,802,988,176,18,877.85,114.9,122.12000000000006
22,550,126,257,603,875.16,93.07,106.75999999999998
821,369,192,262,514,877.3,99.71,126.3200000000001
462,337,949,529,260,875.74,56.22,58.999999999999986
420,949,900,431,626,879.2,84.56,84.44000000000007
497,274,616,486,672,877.09,51.71,49.99999999999999
490,503,145,738,386,875.53,88.14,109.16000000000011
508,313,649,824,478,877.95,78.88,78.20000000000005
331,375,675,166,994,876.68,39.25,38.959999999999994
935,945,634,385,711,877.29,79.49,79.40000000000005
617,272,327,661,407,877.12,59.73,58.52
998,499,746,812,161,875.39,38.0,36.92
959,847,297,573,6,878.23,172.53,196.76
638,460,987,58,186,875.68,100.81,107.48000000000006
30,624,792,583,114,874.92,87.89,89.12
698,735,379,370,960,877.86,50.95,52.03999999999999
509,873,603,63,941,877.74,65.4,70.03999999999999
197,158,970,275,628,877.45,68.08,70.16
15,432,825,801,819,876.45,117.96,130.88000000000005
833,537,503,77,480,874.25,91.99,126.2000000000001
237,102,379,370,985,875.47,82.0,84.80000000000004
148,697,640,249,621,874.68,67.39,73.52000000000001
325,147,38,643,684,875.05,105.6,122.84000000000003
99,731,107,46,661,877.04,88.23,99.19999999999999
489,473,741,921,70,875.01,61.72,64.03999999999999
644,31,718,564,130,877.39,55.27,55.51999999999999
631,852,946,85,164,876.19,73.37,78.68
632,646,933,271,929,874.51,53.45,56.83999999999999
858,914,669,462,511,877.64,22.82,22.88
710,20,810,652,140,874.74,115.38,123.92000000000003
837,966,193,930,956,876.18,90.81,98.72000000000006
451,490,797,450,457,879.22,78.21,103.0400000000001
571,283,488,729,593,876.67,41.6,43.99999999999999
65,851,819,298,372,874.3,66.53,69.91999999999999
292,368,962,34,85,876.87,61.02,70.03999999999999
514,878,282,286,280,878.29,99.16,127.28000000000011
989,484,441,454,944,876.49,92.35,96.32000000000005
380,32,730,87,255,875.39,89.5,93.08000000000001
835,619,653,244,548,876.69,52.19,52.03999999999999
763,33,756,177,344,875.62,111.96,175.88000000000014
379,32,53,974,757,877.45,77.0,80.48
783,769,972,214,717,875.66,103.53,103.88000000000007
443,351,906,79,161,876.28,75.98,80.0
749,692,116,409,560,877.41,74.47,78.32000000000001
138,475,760,506,654,876.3,46.53,47.47999999999999
76,131,75,358,532,874.93,92.62,99.32000000000004
31,190,538,725,153,876.74,104.6,105.20000000000005
188,288,756,154,519,874.8,46.01,45.67999999999999
582,870,397,815,228,878.35,51.34,50.96000000000001
967,226,712,577,732,879.26,32.87,32.599999999999994
932,128,429,707,167,877.64,62.74,65.96000000000001
775,324,246,574,586,877.5,55.81,62.719999999999985
4,805,824,582,395,875.71,174.75,196.76000000000005
192,778,333,875,390,877.48,80.91,84.68000000000005
538,451,9,407,865,876.75,167.35,230.96000000000018
543,564,870,677,139,878.42,70.08,67.76000000000005
733,239,660,556,824,875.53,42.96,43.63999999999999
760,381,278,682,189,874.29,68.41,65.12000000000002
995,152,168,706,640,876.71,90.43,90.44000000000005
137,393,76,62,12,875.76,158.56,192.32000000000008
40,483,777,60,117,874.25,77.46,86.12
666,728,553,102,689,875.18,90.18,107.36000000000006
376,609,32,61,555,876.62,89.94,105.44000000000003
230,805,416,230,781,877.64,50.73,65.12
