n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,128.6924,0,33,226,100,2,8,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,6,8,42,14,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,6,8,42,14,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,127.4761,0,33,226,32,8,42,14,6,668,95
10,126.3901,0,33,226,523,6,8,14,346,2,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.8012,0,33,226,246,6,8,42,14,668,95
10,123.2343,0,33,226,6,8,42,14,246,966,95
10,122.2906,0,33,226,346,6,8,42,14,668,95
10,121.7653,0,33,226,523,6,8,42,14,668,95
10,121.7653,0,33,226,523,6,8,42,14,668,95
10,121.7653,0,33,226,523,6,8,42,14,668,95
10,121.7653,0,33,226,523,6,8,42,14,668,95
10,121.7653,0,33,226,523,6,8,42,14,668,95
10,121.6877,0,33,226,6,8,257,14,246,668,95
10,121.4817,0,33,226,451,8,42,14,6,668,95
10,121.2153,0,33,226,451,29,2,8,6,668,95
10,120.1852,0,33,226,878,6,8,42,14,246,668
10,120.0825,0,33,226,6,8,42,14,246,668,641
10,119.7787,0,33,226,6,8,911,523,14,668,95
10,117.6582,0,33,226,100,2,8,842,6,668,95
10,112.0085,0,33,62,2,100,8,842,14,735,95
10,111.6641,0,33,226,451,29,2,8,14,95,735
10,111.6641,0,33,226,451,29,2,8,14,95,735
10,111.6641,0,33,226,451,29,2,8,14,95,735
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
10,110.4507,0,33,226,451,32,8,14,346,2,95
