n_nodes,influence,n0,n1,n2,n3,n4
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,60.3176,7,53,32,27,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
5,59.9530,11,36,27,7,31
