n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
60,77,26,184,101,28.13,11.96,12.319999999999999
122,39,23,17,5,40.82,18.7,19.6
102,140,74,195,15,30.87,13.75,14.8
56,133,137,92,70,30.69,12.88,12.96
199,44,27,67,54,32.68,15.02,16.080000000000005
6,164,66,69,49,35.35,18.42,18.680000000000003
42,79,74,160,187,30.77,12.06,12.399999999999999
95,22,155,86,171,29.67,11.65,12.960000000000003
99,129,63,45,63,24.77,9.92,12.64
121,71,22,140,76,29.47,13.39,13.64
1,74,146,180,79,32.43,12.09,11.799999999999999
195,130,49,105,108,24.35,11.5,11.2
153,73,110,115,41,29.4,12.67,13.800000000000002
59,78,66,11,20,37.08,16.17,17.280000000000005
11,118,160,71,132,35.16,14.93,15.560000000000002
136,165,120,179,87,30.1,10.72,10.8
37,172,50,17,105,30.34,12.39,12.84
51,162,161,112,70,22.86,10.14,10.360000000000001
47,91,111,191,150,26.8,12.56,12.400000000000002
82,162,142,50,82,22.81,8.25,11.32
25,15,181,58,71,33.83,15.26,16.32
195,149,157,60,31,28.23,12.61,12.080000000000002
84,45,74,117,6,39.44,19.25,19.760000000000005
10,91,178,21,73,36.95,16.81,17.720000000000006
188,172,83,4,82,39.86,18.81,19.240000000000002
73,82,39,198,166,30.89,15.67,14.400000000000002
105,158,174,19,75,27.55,12.35,12.680000000000001
158,49,113,74,34,30.0,13.17,13.88
64,97,153,40,84,28.2,12.17,13.040000000000003
146,2,93,11,116,32.39,13.52,16.320000000000004
43,93,92,74,146,28.8,12.95,13.560000000000002
24,112,53,108,53,26.59,9.51,11.559999999999999
29,15,15,14,188,32.98,14.8,19.200000000000003
43,152,173,38,155,31.65,12.09,12.32
10,139,125,149,63,31.8,16.19,15.600000000000005
82,9,31,135,74,40.24,20.05,21.240000000000002
198,104,166,51,122,23.78,9.4,9.8
51,61,112,105,125,29.23,11.28,11.760000000000002
9,56,107,113,63,35.01,17.13,18.640000000000004
165,109,55,127,48,32.31,11.84,11.880000000000003
8,9,65,64,62,37.01,19.01,20.880000000000003
134,53,197,59,106,26.08,10.8,11.48
66,36,83,13,80,39.5,16.41,16.680000000000003
144,29,145,103,167,32.38,11.83,12.64
167,183,190,10,126,34.93,15.14,15.240000000000006
99,23,110,53,146,34.1,12.29,12.48
42,86,75,168,120,26.18,10.92,11.16
164,80,107,135,55,27.0,10.98,10.96
167,175,68,86,100,25.9,9.05,9.52
127,19,71,160,171,29.92,13.41,13.520000000000001
48,11,101,158,32,33.89,13.58,14.360000000000003
196,68,170,15,42,29.9,12.45,12.760000000000002
176,162,118,145,120,22.57,8.76,9.16
191,103,99,55,0,40.39,18.84,19.64
54,40,3,156,65,43.81,25.87,26.719999999999995
29,101,197,97,56,26.92,10.94,11.68
140,13,51,41,171,36.98,15.91,16.080000000000005
155,84,143,198,120,23.73,11.72,11.52
134,112,6,20,8,42.27,21.08,24.440000000000005
178,152,28,125,143,26.73,12.37,12.920000000000003
65,155,198,35,10,32.5,15.39,15.680000000000003
92,20,196,133,2,35.92,15.2,16.440000000000005
76,88,19,21,139,38.55,13.71,14.120000000000003
116,97,52,79,99,29.38,11.99,12.240000000000002
59,194,124,102,24,27.76,11.81,12.08
19,29,158,93,131,37.34,16.15,16.680000000000003
111,106,182,198,113,25.34,10.16,10.4
17,160,50,163,77,31.06,12.65,13.56
122,108,30,142,42,28.38,10.59,11.36
95,41,45,180,38,32.98,14.58,15.040000000000004
83,126,86,66,138,23.84,10.55,10.040000000000001
1,181,43,1,165,20.97,9.44,10.56
79,30,139,28,124,33.66,13.68,14.000000000000002
183,153,123,134,19,36.73,15.42,15.720000000000002
133,62,105,75,91,30.19,12.3,12.720000000000002
58,196,46,160,0,36.41,21.13,20.68
173,13,156,80,139,32.48,14.02,13.600000000000001
119,145,78,129,112,29.03,10.39,10.24
156,158,113,100,36,29.88,12.46,12.680000000000001
64,197,152,92,169,26.22,9.98,10.04
87,34,110,21,155,27.85,11.41,12.16
36,172,159,45,73,36.51,15.97,16.520000000000003
95,50,147,89,172,27.72,11.27,11.599999999999998
158,23,19,103,165,35.76,17.72,17.160000000000004
45,84,167,95,83,32.29,14.29,14.280000000000003
44,76,5,154,5,31.09,13.61,19.360000000000003
134,193,22,91,25,31.89,15.06,14.8
40,46,149,126,169,29.82,10.9,11.640000000000002
146,19,194,29,44,37.31,15.52,16.28
166,122,172,190,56,25.68,9.46,9.84
158,169,77,176,103,32.39,12.12,11.92
153,60,125,180,56,26.95,11.24,11.600000000000001
79,94,58,190,83,25.23,10.78,11.680000000000001
137,160,135,115,102,26.11,10.77,11.48
129,102,80,72,112,27.21,11.81,12.880000000000003
105,150,3,64,47,44.63,24.3,25.759999999999998
138,117,177,143,157,26.13,13.31,12.64
93,103,99,159,7,33.65,16.58,18.12
39,130,17,117,161,33.47,13.97,13.48
88,154,79,23,193,32.24,12.64,13.520000000000003
