n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,33.8849,197,777,202,46,401,659,597,344,157,126
10,33.7693,197,777,202,46,401,659,597,344,157,281
10,33.7132,197,777,202,46,401,659,795,344,157,382
10,33.7132,197,777,202,46,401,659,795,344,157,382
10,33.7132,197,777,202,46,401,659,795,344,157,382
10,33.6630,200,777,202,46,401,659,597,344,157,382
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
10,33.6317,197,777,202,46,401,382,659,597,344,157
