n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,777,202,684,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
10,34.1234,684,777,202,46,401,659,597,344,157,261
