n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
7,24.1441,401,344,46,786,157,597,659
