n_nodes,influence,n0
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
1,1201.3000,157
