n_nodes,influence,n0
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
1,1158.1300,608
