n_nodes,influence,n0,n1,n2,n3,n4
5,666.3600,402,401,241,84,731
5,665.6000,401,241,714,597,731
5,665.6000,401,241,714,597,731
5,664.7800,149,401,241,84,731
5,664.7800,149,401,241,84,731
5,664.7800,149,401,241,84,731
5,664.7800,149,401,241,84,731
5,664.7800,149,401,241,84,731
5,664.7800,890,401,241,84,731
5,664.7800,890,401,241,84,731
5,664.7800,890,401,241,84,731
5,663.8900,661,401,241,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,714,365,401,597,731
5,661.7800,714,365,401,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.7800,401,365,714,597,731
5,661.7800,714,365,401,597,731
5,661.5400,504,401,241,84,731
5,661.5400,504,401,241,84,731
5,661.5400,504,401,241,84,731
5,661.5400,504,401,241,84,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.7800,401,241,105,597,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
5,660.0700,401,241,714,84,731
