n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
406,293,420,41,248,53.86,14.62,14.440000000000001
390,133,18,0,74,94.66,33.97,40.27999999999999
339,300,240,494,388,49.25,11.06,12.079999999999997
376,191,163,394,11,63.22,16.16,16.799999999999997
139,250,410,101,373,52.09,11.33,11.080000000000002
446,211,466,275,276,48.57,8.7,9.32
349,48,98,288,283,55.22,10.98,11.56
358,412,373,135,339,53.95,11.12,11.32
411,312,351,45,432,50.31,12.62,13.000000000000004
217,171,47,185,409,57.82,14.82,15.080000000000002
209,412,128,227,358,52.69,14.4,14.879999999999999
48,386,100,358,325,62.5,13.93,14.48
407,149,49,487,23,72.93,19.16,19.28
301,462,102,423,335,55.77,13.75,13.799999999999997
467,184,249,477,426,45.12,11.38,10.760000000000002
465,99,263,294,330,61.83,13.6,14.519999999999998
496,357,456,412,257,36.27,9.34,9.399999999999999
499,469,14,324,185,69.62,18.89,18.12
125,308,220,155,182,60.03,14.97,14.800000000000002
301,61,45,256,450,72.15,15.18,15.120000000000003
347,268,101,59,311,64.05,12.56,13.280000000000001
339,137,159,368,100,58.18,13.51,13.160000000000004
194,247,114,70,305,56.75,12.5,12.880000000000003
107,427,443,448,357,63.66,12.36,12.320000000000004
267,6,96,398,86,78.44,23.91,25.600000000000005
8,331,170,285,463,78.33,17.57,18.800000000000004
343,317,316,156,191,59.81,13.44,13.919999999999998
193,270,199,148,64,58.66,12.16,13.040000000000003
347,250,27,94,216,65.37,15.93,16.760000000000005
304,382,203,49,225,58.94,16.69,15.959999999999997
125,412,45,456,308,61.95,12.42,14.280000000000003
343,445,455,228,228,50.5,11.1,13.559999999999999
401,425,194,407,39,65.97,17.1,17.72
264,218,241,155,361,50.58,11.63,12.120000000000001
418,209,481,43,98,68.79,19.28,18.039999999999996
382,348,136,231,249,57.79,11.85,12.240000000000002
369,401,494,88,9,71.17,22.2,23.16
11,275,63,128,301,79.42,19.98,20.479999999999997
410,184,96,131,257,59.53,17.72,16.799999999999997
231,168,474,264,130,49.4,10.94,11.919999999999996
210,474,450,215,313,54.23,13.1,13.599999999999998
248,137,308,243,336,61.88,11.92,12.960000000000004
245,251,72,369,193,50.18,13.31,13.559999999999999
254,156,324,412,239,60.44,12.99,13.44
165,187,337,83,497,56.87,11.3,12.400000000000002
467,472,317,192,355,61.36,15.69,15.999999999999996
308,136,163,330,203,57.46,13.23,13.360000000000001
499,249,373,406,80,56.06,11.54,12.0
479,423,148,286,3,85.67,37.44,39.4
319,230,493,29,93,70.28,16.54,16.24
15,312,396,291,57,74.2,14.7,15.479999999999997
349,367,189,185,480,46.55,11.27,11.839999999999996
254,436,301,31,470,56.52,13.36,14.999999999999998
98,79,485,137,314,55.79,12.81,13.160000000000004
7,216,412,400,409,79.99,23.31,23.240000000000002
416,268,251,38,240,65.24,15.66,16.28
118,51,189,185,492,68.35,13.05,13.559999999999995
74,348,320,124,310,65.79,15.66,15.479999999999999
162,73,19,321,342,77.19,18.35,18.68
49,365,53,23,330,76.92,22.0,21.32
244,236,370,460,35,47.03,11.92,12.0
322,15,359,282,65,66.19,17.52,17.799999999999994
315,426,473,42,82,55.95,11.11,11.520000000000001
316,323,466,135,464,53.31,12.42,12.599999999999998
429,457,334,231,255,60.23,12.9,13.919999999999998
355,10,405,326,70,85.25,21.65,23.959999999999994
418,483,96,465,478,66.53,14.94,14.519999999999992
225,245,398,225,228,45.8,8.88,11.32
285,141,244,364,296,58.37,11.68,11.840000000000003
32,425,409,149,186,65.08,17.03,16.24
146,184,481,17,42,76.23,16.74,16.96
257,439,141,143,140,49.01,12.43,12.320000000000002
494,242,220,227,472,50.45,10.12,9.92
190,16,365,43,127,71.04,16.39,16.000000000000004
417,309,326,122,274,58.33,11.93,12.119999999999996
381,16,378,88,172,68.09,17.15,17.600000000000005
189,16,26,487,378,70.99,14.61,15.560000000000002
391,384,486,107,358,44.79,11.62,11.32
221,175,453,39,80,79.29,20.62,20.52
374,346,58,204,280,50.49,14.34,13.359999999999998
69,237,380,253,327,60.91,14.93,15.96
38,65,37,179,266,69.59,13.22,14.520000000000005
15,95,269,362,76,68.12,18.53,19.319999999999993
94,144,378,77,259,66.93,14.09,14.400000000000004
291,435,198,407,114,49.93,11.88,12.080000000000002
483,113,356,288,366,50.6,10.99,10.760000000000002
466,64,214,353,83,74.53,17.33,17.32
387,162,123,287,293,46.51,10.88,10.920000000000002
2,402,412,291,197,51.29,14.79,14.239999999999998
96,389,166,437,195,53.16,13.44,12.719999999999995
269,225,4,203,432,84.63,29.14,28.839999999999996
271,282,435,338,69,60.69,15.25,15.36
366,119,330,278,412,45.41,11.3,11.040000000000003
380,190,139,341,94,47.04,11.14,12.120000000000001
497,76,84,353,320,64.14,16.14,15.880000000000004
68,196,38,31,6,89.77,26.19,26.680000000000007
20,241,388,30,58,80.72,21.61,23.639999999999997
333,364,276,51,344,58.63,12.75,12.760000000000002
188,304,16,30,277,68.35,17.37,17.880000000000006
115,402,208,115,390,32.75,7.18,9.120000000000001
