n_nodes,influence,n0,n1,n2,n3,n4
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
5,368.5700,8,3,4,5,0
