n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1729,788,1552,1823,861,151.48,10.51,9.84
82,530,1977,1047,995,268.48,20.32,21.399999999999984
829,1880,1605,1699,621,228.02,17.47,18.87999999999999
1982,976,733,1194,1826,186.86,15.02,14.959999999999988
1859,447,1033,285,577,234.13,15.21,16.28
286,1547,194,1266,1637,249.68,18.98,19.240000000000002
513,1863,1090,1444,1659,197.9,11.28,11.32
1232,1847,300,635,202,243.07,16.44,17.200000000000003
1494,151,1840,1741,1400,153.5,12.72,12.16
676,966,1146,206,724,159.96,11.61,11.200000000000001
889,647,1251,1311,1869,220.93,14.35,14.719999999999999
418,1979,1131,976,906,272.0,18.92,18.67999999999999
1772,1067,533,127,1648,246.2,15.59,16.92
1881,1123,1875,28,191,283.88,25.19,25.399999999999984
1473,1720,816,1454,1689,186.69,14.75,14.47999999999999
1607,1368,1280,2,1253,252.89,20.03,21.87999999999998
1010,1695,1776,682,499,172.16,9.79,9.84
1495,666,1441,1782,128,268.36,17.2,17.04
391,1878,1162,454,488,199.57,15.06,15.359999999999992
1645,1981,291,1644,1112,198.25,13.44,12.039999999999997
917,186,164,655,1792,269.83,18.76,19.56
1040,1910,1002,223,617,205.14,14.24,14.559999999999997
1128,596,1447,255,1121,217.68,13.1,12.959999999999999
681,1668,1888,1106,416,260.13,18.04,18.56
1973,1637,1235,1120,1203,211.41,13.64,13.760000000000002
589,911,187,1221,1634,178.36,17.2,17.159999999999986
788,649,1178,495,594,194.33,16.36,17.03999999999999
376,387,1682,382,67,273.2,18.23,17.880000000000003
1254,1344,532,975,141,209.56,14.64,15.04
183,1390,1551,266,1795,256.94,18.05,20.35999999999999
306,1891,79,1725,164,321.91,22.84,23.120000000000005
1839,1432,1890,1698,1107,167.84,9.58,9.28
1399,801,1715,1444,1074,222.87,17.1,15.959999999999997
564,1068,1662,482,1739,200.64,16.11,16.119999999999987
440,1833,1391,1207,1690,220.88,14.92,15.399999999999995
1945,858,1187,563,922,160.66,11.06,11.68
1008,1352,1313,1434,1877,189.39,13.9,15.31999999999999
1624,731,168,664,1254,249.97,21.31,20.719999999999985
236,996,1202,1290,686,236.01,14.08,14.560000000000002
1730,389,497,33,1498,275.93,24.54,23.239999999999984
555,239,1444,451,761,259.32,21.11,21.399999999999984
1627,349,681,872,1670,196.15,13.81,14.04
127,206,1603,299,1751,243.62,14.75,14.760000000000003
1428,448,92,1673,1175,237.37,13.13,14.160000000000002
1298,1863,1917,1094,1233,126.51,9.39,9.8
1393,151,54,254,1300,296.97,28.1,28.559999999999985
386,1241,1700,1179,245,217.85,13.45,13.599999999999998
801,187,758,1707,237,241.02,20.46,20.47999999999999
74,1240,44,398,1968,334.7,35.04,38.839999999999975
1987,378,1470,253,981,229.82,12.68,13.920000000000002
431,1489,1639,125,1918,225.81,19.28,20.27999999999998
1391,46,1114,871,1270,256.4,18.66,17.76
207,1711,532,143,452,208.69,17.43,16.76
147,1324,616,717,893,237.64,16.98,16.36
369,125,1031,956,80,323.5,26.48,27.239999999999988
1221,206,1432,801,408,262.16,19.65,21.239999999999988
532,734,1852,1498,963,230.32,14.03,14.680000000000001
1716,1847,1881,1166,346,203.53,12.05,11.840000000000002
1428,1377,416,1979,1571,184.58,13.63,13.56
118,1615,1384,324,1731,245.77,13.61,13.64
331,701,1084,513,240,250.52,19.12,19.19999999999999
1222,1887,905,1363,358,203.41,12.48,13.160000000000002
27,965,1395,839,1843,310.92,24.76,25.080000000000002
1165,1791,1041,1879,637,197.83,18.38,18.079999999999988
1329,731,795,1715,1346,227.24,13.52,13.439999999999998
513,314,1148,1414,25,303.94,24.16,23.32
937,1518,161,687,1513,203.2,13.95,13.679999999999998
93,1114,575,276,491,244.69,19.68,20.679999999999986
1560,1952,986,721,1249,213.23,11.12,11.600000000000001
589,1379,735,1208,1939,199.48,11.04,12.040000000000001
1826,1297,1748,1271,271,190.98,11.21,11.48
1465,635,794,1532,848,140.17,10.7,10.520000000000001
1697,1332,165,3,1217,357.62,73.74,77.44000000000007
393,1430,684,327,490,245.71,16.35,16.719999999999995
456,1305,917,775,1454,208.84,13.47,13.559999999999999
1792,1379,1163,1791,848,139.53,10.37,9.840000000000002
64,823,1785,1437,1162,247.02,18.8,19.239999999999995
856,1581,1356,1452,95,238.39,15.62,15.599999999999998
339,912,130,530,1436,256.52,17.07,18.19999999999999
322,914,1080,1812,997,239.7,15.09,14.680000000000003
1859,1149,1236,1547,0,352.37,43.48,45.88000000000001
1810,79,1012,667,639,231.45,18.61,18.160000000000004
1715,956,102,1656,1684,222.27,18.8,21.399999999999977
1792,1995,1663,850,385,211.68,13.76,13.920000000000002
1123,1972,1296,170,1715,199.06,14.8,15.239999999999995
1485,267,30,822,1944,278.82,21.72,23.399999999999995
1389,855,647,6,437,332.76,40.96,43.03999999999998
29,1469,1545,4,1684,333.84,46.54,46.95999999999998
1383,1082,1253,200,390,204.3,13.73,13.719999999999999
243,1245,1329,406,1789,227.78,13.99,14.959999999999999
619,573,1410,373,205,187.74,13.05,13.080000000000002
974,1748,1889,812,1285,112.86,10.04,9.96
166,44,562,1871,927,264.31,22.56,23.159999999999986
1638,1622,237,1764,525,217.84,13.94,14.08
273,1338,1066,1673,1332,260.6,19.5,18.12
1320,710,235,1785,316,208.29,13.72,13.68
570,1743,38,86,83,294.91,25.47,26.239999999999988
421,1394,531,1143,644,202.44,17.74,18.19999999999999
1938,751,1921,1162,1863,159.63,10.91,11.159999999999997
1739,86,1733,1534,1968,186.32,11.37,11.120000000000001
