n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,779.31,37.45,40.0
64,261,120,507,779,777.93,47.24,51.75
460,483,667,388,807,778.63,44.55,44.5
214,96,499,29,914,777.73,89.83,107.25
855,399,443,622,780,777.35,47.85,47.0
785,2,712,456,272,782.07,64.53,69.0
738,821,234,605,967,778.48,50.23,51.25
104,923,325,31,22,776.13,83.14,88.75
26,665,554,9,961,778.44,143.53,159.75
902,390,702,221,992,779.58,29.96,30.25
432,743,29,540,227,776.78,51.57,57.5
782,448,961,507,566,776.57,40.66,44.75
238,353,236,693,224,777.92,61.5,65.0
779,470,975,296,948,773.14,20.19,20.25
22,426,857,938,569,776.98,49.14,50.5
944,657,102,190,644,771.79,59.69,57.25
741,880,303,123,760,778.29,33.88,34.5
340,917,738,996,728,770.49,45.82,49.25
512,958,990,432,519,777.5,35.39,36.5
849,932,686,194,310,782.32,35.21,36.5
290,601,996,903,511,780.55,41.95,43.75
866,963,517,402,603,773.81,26.03,26.5
873,35,491,248,761,778.3,56.31,57.5
816,413,424,680,177,779.82,66.99,58.75
375,561,903,719,794,781.39,30.36,30.25
690,755,383,88,449,779.87,71.97,76.0
679,520,110,797,167,776.54,42.64,49.0
533,860,402,379,501,779.28,26.9,29.25
750,30,480,44,315,779.19,103.05,107.0
720,868,629,607,592,778.19,39.82,38.5
403,662,174,172,514,778.11,74.37,75.5
232,12,789,204,552,778.86,91.03,92.75
942,880,561,237,414,781.61,34.17,35.25
526,352,975,867,591,773.56,35.19,35.5
361,470,931,275,675,775.76,38.3,38.75
561,623,980,746,5,781.21,104.33,106.0
392,802,877,840,977,783.97,31.24,30.75
907,960,758,524,828,778.73,59.97,63.5
132,531,796,574,210,776.39,72.95,87.75
436,972,57,492,890,780.03,68.93,73.0
373,583,567,204,963,776.95,32.7,34.5
516,423,496,832,365,772.84,27.81,28.0
424,354,1,551,553,776.41,42.23,41.25
638,805,627,339,469,777.94,48.05,53.75
614,28,823,235,650,779.82,90.97,109.0
181,563,598,185,881,779.9,49.22,49.75
93,817,564,816,871,779.11,61.9,66.0
836,953,261,33,861,778.99,64.71,67.25
966,689,72,85,888,770.7,67.1,70.5
17,463,14,772,773,778.62,130.5,143.5
287,255,275,112,816,778.43,44.38,49.25
639,189,352,297,71,779.03,55.93,60.0
171,163,261,540,974,778.47,38.87,39.5
172,672,279,663,728,778.49,49.69,53.5
301,465,719,329,508,773.41,64.59,64.75
485,116,24,319,395,775.97,82.01,85.75
351,431,815,192,264,774.88,66.75,81.25
111,259,921,747,522,778.92,61.36,66.5
214,988,620,442,836,777.76,72.92,74.25
998,21,230,18,406,777.61,108.94,117.0
149,36,736,982,164,778.82,92.92,104.75
456,721,518,694,436,778.45,32.66,33.0
557,852,225,999,645,780.87,46.74,51.0
816,711,528,461,228,779.69,29.34,29.75
536,664,31,404,691,780.27,77.08,95.75
589,822,328,675,646,776.96,33.26,33.5
436,60,755,305,128,775.63,79.81,77.5
991,217,896,48,313,778.45,40.85,45.75
72,879,78,317,939,776.43,79.94,97.5
961,305,761,162,426,780.68,46.56,46.0
578,258,133,8,574,775.1,101.2,108.0
899,870,38,604,839,778.74,36.73,38.75
222,985,922,583,471,777.44,34.35,34.0
175,847,888,890,997,776.4,40.9,41.25
798,720,637,521,38,775.21,63.49,67.0
387,205,355,101,210,781.95,73.1,69.75
587,690,918,443,605,777.44,61.15,67.25
198,504,106,960,681,779.08,58.36,60.0
399,303,516,511,17,777.66,72.06,80.0
333,626,892,411,921,777.4,60.83,60.5
288,18,160,205,878,777.19,96.11,102.75
335,830,576,801,138,777.4,49.28,51.0
347,439,218,272,690,770.09,40.67,41.75
98,857,388,954,560,782.74,29.43,29.25
352,936,903,857,703,772.4,33.38,34.0
547,496,786,545,240,783.54,60.51,58.75
66,742,41,86,136,777.89,77.37,82.75
173,170,932,551,218,783.0,53.4,55.0
274,777,340,614,518,774.11,26.29,29.25
861,261,376,346,348,777.34,32.5,33.25
116,298,240,888,966,777.58,67.06,69.25
618,798,977,732,908,775.5,47.03,47.75
500,138,593,564,788,780.83,29.32,29.5
106,328,40,416,74,776.03,91.14,96.0
389,886,807,150,848,777.44,61.96,63.5
128,349,117,629,601,779.35,67.5,73.0
800,948,387,78,584,777.24,43.69,46.5
563,229,579,83,975,780.97,45.99,45.0
273,373,912,302,577,780.77,32.76,31.25
547,947,117,468,918,775.29,57.17,58.0
