n_nodes,influence,n0
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
1,3.4658,347
