n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
7,11,10,46,21,22.62,14.84,16.240000000000002
94,85,39,32,77,17.43,10.95,10.84
27,77,4,74,87,24.13,16.34,17.560000000000002
20,55,81,50,92,16.47,10.49,10.96
65,47,69,56,64,16.83,9.66,10.280000000000001
34,4,3,46,59,25.61,19.96,21.52000000000001
40,48,54,67,21,16.2,9.6,10.2
71,22,30,29,3,26.23,18.71,20.480000000000004
22,41,22,17,65,16.75,9.62,13.36
65,46,65,86,71,13.74,8.69,10.48
23,57,53,94,67,18.64,10.07,9.920000000000002
97,46,75,45,46,17.64,9.02,12.120000000000001
57,20,96,51,91,19.12,12.09,12.680000000000003
94,59,83,67,31,15.75,9.76,9.52
62,35,63,64,65,19.38,10.85,11.32
45,84,58,59,44,21.18,11.93,12.760000000000003
72,92,71,92,58,19.06,8.76,11.040000000000001
62,84,28,41,89,20.15,11.15,13.120000000000001
21,78,34,98,61,17.1,9.58,9.88
39,38,90,64,71,18.82,11.02,11.480000000000002
66,64,83,78,75,15.23,9.29,9.399999999999999
52,39,93,26,62,19.69,11.15,11.8
65,46,87,79,9,20.98,12.96,14.000000000000002
43,92,1,24,95,18.64,9.61,10.4
13,7,73,83,6,24.17,16.05,17.080000000000002
34,75,29,87,13,19.53,10.36,11.24
96,66,17,34,31,19.09,11.24,12.000000000000002
26,7,54,91,97,21.62,12.81,13.32
4,7,46,46,22,21.45,15.49,18.560000000000002
31,86,3,10,14,26.4,20.16,21.040000000000003
8,3,5,93,2,24.47,18.26,19.680000000000003
47,32,16,20,94,20.86,11.97,12.88
23,66,88,0,49,23.2,14.12,16.280000000000005
75,5,31,19,4,25.14,17.52,18.600000000000005
0,44,78,80,95,20.89,13.31,14.640000000000004
95,14,36,43,62,22.32,12.91,14.440000000000001
3,39,57,70,98,27.01,18.45,18.760000000000005
77,94,5,33,96,22.78,12.99,13.760000000000002
51,79,90,19,60,18.56,9.81,10.719999999999999
28,11,84,87,40,22.48,13.2,13.879999999999999
13,3,57,16,66,25.41,18.25,19.44
74,99,50,62,65,19.26,9.99,11.0
41,18,43,33,33,19.4,10.63,15.400000000000002
77,53,83,2,89,18.52,11.13,11.920000000000002
71,17,85,7,32,21.09,12.3,13.319999999999999
4,16,20,21,12,26.4,18.0,19.640000000000008
58,81,29,65,90,17.98,10.61,11.080000000000002
4,31,29,91,56,23.41,15.24,16.520000000000003
9,32,10,75,29,23.14,14.78,16.720000000000006
79,79,90,46,32,18.19,8.57,10.6
87,54,35,67,96,18.4,9.88,10.48
0,19,4,49,52,25.74,18.89,21.360000000000003
20,14,65,92,11,22.9,14.53,15.32
30,13,12,2,23,21.94,14.01,15.040000000000003
96,29,13,27,3,25.07,19.5,20.400000000000002
66,85,59,58,39,17.87,10.45,10.72
68,82,48,27,87,20.13,11.26,11.2
97,26,93,55,54,15.69,10.59,10.240000000000002
65,2,74,75,6,22.94,14.17,15.760000000000002
53,67,74,23,12,23.24,12.93,13.000000000000002
84,61,46,2,66,19.74,12.08,12.280000000000001
15,78,46,37,88,19.29,10.48,11.48
47,39,2,87,52,19.1,11.85,12.0
12,13,39,25,99,21.51,12.4,12.840000000000002
86,2,57,7,52,20.61,12.19,13.48
81,62,59,26,75,19.11,11.77,11.600000000000001
78,9,0,36,3,26.42,21.64,22.640000000000004
47,39,92,9,28,21.93,14.64,15.800000000000002
96,62,24,14,73,21.31,12.54,14.080000000000002
47,50,91,59,17,20.65,11.36,11.68
96,44,50,15,32,21.06,10.43,12.440000000000001
15,15,10,78,42,18.26,9.57,12.880000000000003
82,50,27,88,13,21.0,12.12,12.64
3,79,84,60,99,23.65,16.47,18.200000000000003
5,92,90,63,37,19.63,11.46,11.84
45,58,18,47,34,21.5,11.89,12.480000000000004
61,67,61,92,93,15.63,8.11,10.440000000000001
53,62,87,37,50,16.99,9.66,9.92
29,20,62,76,33,20.22,13.83,14.200000000000005
70,54,89,86,89,14.96,7.63,10.64
10,74,93,73,12,22.44,12.36,14.920000000000002
9,45,22,69,18,24.85,17.14,16.64
53,8,11,87,82,20.96,12.44,13.360000000000001
4,16,37,49,29,23.35,16.03,17.280000000000005
90,85,87,42,56,17.49,9.86,9.879999999999999
22,67,36,14,19,22.84,14.3,15.040000000000001
69,96,54,12,42,20.46,11.37,12.72
66,31,91,65,32,17.86,9.5,10.0
21,20,59,90,30,22.01,13.31,13.040000000000001
51,45,97,73,93,18.47,10.83,11.32
18,59,56,92,3,26.05,19.07,19.44
76,49,94,23,50,18.53,10.84,10.560000000000002
65,6,61,35,51,24.44,13.43,13.4
32,90,93,52,90,17.36,8.56,10.600000000000001
82,60,46,70,42,18.17,9.97,10.28
91,95,84,10,97,18.09,11.52,12.600000000000003
92,28,68,79,24,19.87,11.33,11.44
51,85,48,81,1,18.52,9.5,9.48
40,59,67,91,59,13.79,8.08,9.96
83,22,12,2,51,21.66,13.18,14.000000000000002
