n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,12.24,8.5,8.429999999999998
937,618,485,640,594,11.07,7.75,8.219999999999999
67,620,13,930,857,18.51,12.74,12.040000000000004
480,265,564,239,196,10.69,7.24,7.720000000000002
734,481,553,856,562,9.09,6.8,6.960000000000002
487,406,654,881,154,8.63,7.15,7.160000000000002
237,650,155,888,948,14.1,8.97,8.77
535,399,759,15,687,16.53,10.61,10.02
795,65,163,776,980,11.33,8.33,8.120000000000003
605,43,308,798,31,12.59,9.19,9.390000000000002
843,886,275,484,609,13.18,8.4,8.489999999999998
736,942,899,396,731,11.43,8.02,8.37
807,943,437,404,745,12.88,8.9,8.58
820,590,455,987,958,9.75,7.0,7.359999999999999
137,899,374,99,36,16.0,10.61,10.600000000000003
139,506,222,264,988,9.46,7.3,7.420000000000002
688,446,797,641,875,9.59,7.34,7.550000000000002
308,431,519,853,395,11.48,8.78,9.319999999999997
587,359,546,599,417,10.06,7.56,8.049999999999999
598,237,925,344,698,13.53,8.05,7.950000000000003
937,951,29,876,286,13.22,8.6,8.7
620,687,712,167,715,11.18,8.46,8.030000000000003
881,334,987,554,926,10.06,7.61,7.130000000000001
585,582,106,730,671,10.99,7.74,7.510000000000002
216,648,851,587,273,10.59,8.8,8.64
291,127,64,493,874,11.97,8.37,8.010000000000003
654,495,90,352,819,9.21,7.29,7.930000000000002
68,420,918,154,20,16.2,12.1,12.030000000000001
300,437,787,425,893,11.22,8.49,8.349999999999998
121,45,619,629,779,12.93,9.92,8.940000000000001
46,386,735,600,338,13.71,10.24,10.190000000000001
564,902,944,285,517,9.23,6.88,6.990000000000002
241,36,317,7,78,27.58,17.49,18.020000000000003
110,614,548,32,971,12.28,8.16,8.200000000000003
202,994,417,298,625,11.71,8.04,7.990000000000001
269,159,706,43,888,16.65,8.54,9.589999999999998
347,321,368,981,141,12.32,8.57,8.410000000000004
918,882,386,385,471,10.06,7.85,7.690000000000003
890,532,395,659,887,11.42,7.36,7.370000000000002
609,697,572,105,635,10.8,7.02,7.200000000000002
996,963,830,519,277,9.9,7.11,7.32
441,649,737,732,243,9.82,7.13,7.480000000000001
958,308,447,264,533,9.01,7.96,7.75
310,561,347,11,807,17.48,11.35,11.580000000000002
425,593,322,20,385,13.62,11.16,11.329999999999997
630,603,647,136,61,11.36,8.65,8.640000000000002
648,642,340,477,361,11.23,8.16,7.930000000000003
695,939,361,623,723,9.59,7.52,7.140000000000002
285,755,501,22,603,14.67,10.68,10.01
62,977,692,21,986,15.07,10.52,10.62
378,257,643,467,305,11.72,8.0,8.67
606,615,327,181,372,11.02,8.63,8.550000000000002
189,320,776,378,864,10.62,7.72,7.790000000000001
609,270,307,806,386,9.86,7.74,8.090000000000003
107,790,832,27,994,14.34,11.1,10.900000000000006
582,700,752,134,317,13.44,10.29,9.859999999999996
512,227,669,823,275,10.36,6.93,7.070000000000002
244,335,191,694,445,13.09,9.31,8.809999999999999
665,714,99,104,615,11.02,8.65,8.530000000000003
329,971,341,691,853,13.11,7.95,9.07
229,448,829,876,983,9.07,7.46,7.260000000000002
173,81,344,759,665,13.53,9.24,9.470000000000002
223,906,582,461,277,11.06,8.03,8.23
230,805,123,34,542,11.77,7.89,8.580000000000004
980,195,322,826,856,9.12,6.72,6.850000000000001
858,588,187,884,285,10.33,7.28,7.300000000000002
348,826,847,657,87,9.49,7.39,7.240000000000001
825,634,353,603,132,12.3,8.86,10.099999999999998
431,298,530,812,870,13.4,8.8,8.789999999999997
277,475,354,649,426,10.23,8.05,7.980000000000001
297,429,581,419,36,13.33,9.89,10.130000000000003
942,423,159,204,4,21.26,14.16,14.150000000000002
488,965,852,901,637,12.71,8.98,8.19
522,444,572,972,949,10.35,6.98,7.470000000000001
734,227,33,763,467,14.63,10.3,10.479999999999999
856,771,678,765,531,9.75,7.53,7.920000000000003
986,295,556,349,911,13.67,7.86,8.82
232,882,69,878,602,10.39,7.99,8.180000000000001
994,293,122,829,250,8.5,7.29,7.130000000000003
46,35,925,822,710,13.76,9.77,8.96
524,946,203,918,904,10.12,7.98,8.070000000000002
921,440,590,50,13,17.96,11.14,11.990000000000002
492,763,123,175,515,15.94,9.86,10.669999999999998
307,244,678,20,537,16.91,11.07,10.95
549,423,54,961,934,13.77,8.04,8.560000000000002
626,116,349,128,258,13.17,9.4,9.400000000000002
995,882,553,488,831,9.89,6.32,6.670000000000002
801,62,360,226,202,19.27,11.04,10.11
125,547,908,836,122,13.08,8.81,9.12
175,245,810,280,943,10.05,7.72,7.870000000000002
910,825,131,843,942,10.16,7.56,7.579999999999999
7,499,643,584,883,20.01,14.61,14.700000000000001
409,51,774,277,254,14.95,10.18,10.36
275,632,539,532,433,9.85,7.65,7.710000000000003
52,484,330,795,839,11.77,8.56,8.410000000000004
1,877,56,793,129,11.4,9.07,8.840000000000002
47,127,51,70,494,14.87,10.38,10.490000000000004
998,33,874,729,88,14.85,11.1,10.379999999999999
527,514,501,323,160,14.65,10.07,9.949999999999998
322,73,359,395,662,14.09,9.27,9.89
