n_nodes,influence,n0
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,22.3460,7
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
1,13.2000,13
