n_nodes,influence,n0
1,34.5448,8
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
1,25.8285,0
