n_nodes,influence,n0,n1
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
2,60.3465,8,0
