n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,7841.9800,622,402,241,401,786,731,157
7,7792.4800,944,241,401,250,535,731,157
7,7789.8700,177,944,241,401,786,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
7,7787.6200,241,944,401,786,535,731,157
