n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7765.7200,939,23,394,46,707,756,731
7,7740.8800,939,23,46,430,707,756,731
7,7740.8800,939,23,46,430,707,756,731
7,7740.8800,939,23,46,430,707,756,731
7,7729.9600,707,73,659,46,756,23,731
7,7729.9600,707,73,659,46,756,23,731
7,7729.9600,707,73,659,46,756,23,731
7,7719.2500,939,23,394,46,707,89,731
7,7719.2500,939,23,394,46,707,89,731
7,7719.2500,939,23,394,46,707,89,731
7,7719.2500,939,23,394,46,707,89,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7693.6300,73,23,394,46,707,756,731
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
7,7664.1100,939,23,394,46,707,756,89
