n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
68,291,433,410,391,64.27,12.65,12.720000000000002
32,130,60,253,389,56.18,14.08,14.360000000000003
230,241,333,194,403,59.35,13.67,13.32
107,48,249,14,457,79.99,21.74,22.6
427,199,221,311,390,61.77,11.73,12.360000000000001
392,1,356,228,136,56.87,11.82,11.360000000000001
369,410,117,302,483,54.7,12.03,11.400000000000002
52,461,162,15,11,79.69,21.09,21.919999999999995
13,332,277,4,480,91.16,29.27,29.560000000000006
451,195,351,110,496,48.69,11.29,11.519999999999996
216,371,14,270,113,73.82,18.55,18.92
391,224,480,253,283,51.52,12.29,11.960000000000003
119,176,118,346,112,53.55,12.3,12.32
389,235,487,148,474,53.92,10.61,10.760000000000002
11,213,428,469,284,67.18,16.07,16.52
472,328,51,95,322,68.85,14.21,14.000000000000002
370,440,151,61,380,59.39,11.98,12.920000000000002
170,458,369,498,364,54.69,11.63,13.120000000000005
256,479,495,216,259,61.32,12.74,13.600000000000003
424,466,343,97,155,58.74,13.47,13.680000000000001
145,300,498,451,255,56.55,13.56,13.679999999999998
433,481,258,201,301,45.02,11.04,11.08
436,17,245,124,380,62.69,17.02,16.119999999999997
408,206,212,340,88,61.02,16.0,15.719999999999997
187,280,451,359,397,59.18,12.74,13.879999999999999
345,377,191,44,224,69.04,15.85,16.64
339,260,55,398,83,59.06,14.18,14.240000000000002
266,430,201,189,250,38.96,9.2,8.92
375,15,240,22,157,80.77,20.12,22.959999999999994
360,434,314,303,296,41.74,9.09,8.84
201,331,87,86,257,54.71,11.61,10.88
116,6,394,102,276,94.19,24.23,26.200000000000003
471,440,280,118,207,43.21,9.89,9.64
263,176,487,433,295,59.29,14.17,14.84
180,235,465,137,337,60.05,12.87,12.840000000000003
280,311,490,373,2,55.75,15.16,15.399999999999997
196,401,438,420,488,41.93,9.95,9.56
453,480,379,262,414,48.39,11.0,11.799999999999995
66,265,398,287,105,58.35,11.92,12.360000000000001
218,486,28,246,445,74.31,19.57,18.799999999999997
186,291,283,102,481,62.35,14.3,13.799999999999997
258,211,248,416,182,61.14,12.25,12.16
212,177,0,275,276,82.22,28.82,29.159999999999997
319,402,313,169,234,56.01,11.02,11.040000000000003
307,14,411,117,325,79.4,19.77,20.8
90,281,299,92,440,59.8,11.43,11.56
46,408,282,408,435,66.44,14.59,18.879999999999992
418,476,130,16,430,56.66,13.53,13.959999999999997
483,344,36,42,444,72.4,16.25,17.120000000000005
8,231,7,386,386,84.09,26.71,29.560000000000002
143,127,137,56,408,65.23,14.39,15.239999999999998
319,94,176,148,35,63.51,13.8,14.000000000000002
85,81,130,270,487,48.04,11.13,11.68
86,336,139,331,364,37.33,10.12,10.0
150,232,359,164,254,58.72,13.44,13.639999999999997
242,58,12,159,197,72.01,21.59,22.919999999999998
175,215,407,96,132,70.1,19.58,19.079999999999995
55,129,460,373,261,44.01,11.44,11.16
107,494,310,221,418,53.26,12.62,12.359999999999996
499,10,115,9,203,89.44,31.43,31.72
74,18,368,491,82,86.33,23.68,25.2
228,360,259,347,218,59.28,10.71,11.000000000000002
278,426,112,499,322,47.1,10.09,10.08
408,355,264,230,114,57.11,13.07,12.799999999999997
268,332,15,202,345,69.07,17.15,17.2
294,411,164,337,323,49.61,13.17,14.119999999999996
218,30,377,152,64,69.83,15.59,15.800000000000002
495,108,448,24,156,63.01,12.88,14.040000000000003
36,439,39,158,469,85.83,19.87,20.28000000000001
480,152,380,81,213,64.02,12.59,13.320000000000002
289,129,66,4,287,78.69,22.43,23.599999999999998
449,435,19,302,419,66.04,14.35,14.560000000000002
111,492,461,291,235,57.41,15.07,14.839999999999995
87,423,444,445,498,59.14,14.53,15.439999999999998
399,360,318,260,19,78.15,18.95,18.720000000000002
193,102,177,50,105,77.9,16.82,17.839999999999993
293,345,459,221,302,47.61,11.6,10.800000000000002
99,252,53,480,340,60.47,12.9,12.280000000000001
199,151,258,255,8,70.04,17.34,18.440000000000005
166,313,446,205,460,59.71,10.38,10.8
144,9,80,102,439,91.02,27.59,26.679999999999996
167,415,288,400,69,62.51,12.72,13.440000000000003
173,219,109,136,345,75.75,16.3,16.24
49,428,194,477,280,61.78,16.55,15.479999999999995
176,468,451,428,351,51.86,11.2,11.319999999999997
273,248,393,272,120,56.95,10.22,10.32
33,371,20,43,68,88.01,22.19,24.0
86,85,466,275,109,71.29,11.99,13.599999999999998
137,388,170,307,259,59.59,15.16,13.880000000000004
430,130,188,173,174,47.22,12.2,11.16
58,149,120,444,483,64.21,14.25,14.76
309,399,488,366,454,55.14,10.86,11.120000000000001
250,69,296,282,394,58.34,13.95,13.919999999999998
53,164,20,208,37,74.62,19.31,18.639999999999997
194,443,403,75,424,56.87,14.34,13.920000000000002
64,174,58,314,300,62.82,13.05,15.16
400,474,193,39,292,70.43,14.71,15.680000000000001
281,114,289,41,487,63.04,14.56,14.8
136,186,456,151,288,53.22,11.88,12.24
273,473,58,234,459,54.72,14.31,13.799999999999997
