n_nodes,influence,n0,n1,n2,n3,n4
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1501.7000,103,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
5,1497.1100,39,13,14,21,22
