n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
58,94,96,32,49,35.6,13.56,15.600000000000001
180,11,21,35,63,35.36,14.47,15.800000000000002
129,53,102,164,7,32.21,14.68,15.640000000000004
117,124,116,99,126,29.9,11.4,11.920000000000002
146,49,103,22,124,35.91,14.52,15.32
59,194,5,179,68,36.54,13.42,14.000000000000004
133,104,121,97,185,27.69,10.68,11.880000000000003
29,169,66,24,16,29.18,12.59,12.52
98,158,96,27,169,33.22,14.92,14.760000000000002
14,86,60,176,22,33.95,13.32,14.120000000000001
127,166,132,53,148,27.12,11.57,11.120000000000001
36,155,16,138,9,38.43,19.43,18.720000000000006
125,179,49,37,148,28.64,13.96,13.400000000000002
116,186,149,113,73,28.22,11.74,12.680000000000003
142,91,109,34,40,33.07,12.75,13.120000000000003
195,153,24,136,176,27.71,9.93,10.8
80,179,91,164,126,32.36,10.57,11.52
128,159,50,79,38,32.33,11.9,12.440000000000001
91,135,72,130,168,28.13,11.27,12.560000000000002
18,129,179,139,56,34.86,15.06,15.680000000000003
88,62,3,75,87,42.83,24.12,25.4
56,68,8,108,65,32.69,14.38,14.400000000000002
96,76,180,106,44,31.53,13.71,14.160000000000002
168,101,29,42,169,30.26,11.59,12.120000000000001
6,51,196,41,76,37.9,17.72,18.560000000000002
29,3,195,97,87,40.03,24.07,25.919999999999995
43,145,111,59,35,31.66,13.08,12.88
104,144,114,104,106,23.0,7.46,9.959999999999999
20,150,17,73,183,32.84,17.79,18.840000000000007
24,8,21,169,27,34.03,16.27,16.640000000000004
195,133,134,92,39,34.65,14.26,14.160000000000002
129,124,181,38,154,26.98,11.52,10.92
16,48,4,35,87,38.65,18.6,19.72
98,168,146,30,190,29.92,12.24,11.920000000000002
76,89,83,93,0,40.62,19.79,21.439999999999998
165,127,53,15,158,30.43,12.74,12.520000000000001
8,194,148,44,45,35.47,15.8,16.6
86,110,113,30,21,25.88,11.0,11.6
51,154,57,127,121,23.91,10.32,10.76
39,97,31,27,148,33.13,14.44,14.36
184,115,165,32,184,25.26,8.25,10.32
112,131,185,23,183,30.11,14.22,14.76
120,144,100,92,116,25.37,10.86,10.48
57,13,50,12,114,33.98,17.25,17.080000000000002
28,27,54,185,1,34.28,16.52,16.120000000000005
181,153,156,5,167,29.07,13.89,13.64
93,110,135,23,191,33.21,12.16,12.88
193,153,128,180,145,28.2,10.1,10.4
51,128,58,82,134,31.15,14.91,14.760000000000002
98,190,133,165,50,24.1,10.97,11.16
1,74,156,75,20,33.46,15.8,15.640000000000002
190,82,103,57,161,27.24,11.5,11.48
75,20,140,107,190,29.19,14.41,13.840000000000003
94,189,82,132,77,29.64,12.45,12.48
160,91,75,166,27,32.07,11.87,12.4
50,124,94,96,149,28.13,11.98,12.400000000000002
79,52,74,101,156,26.41,12.52,12.240000000000002
98,175,134,176,186,25.94,11.04,11.48
91,173,154,149,92,23.64,10.08,9.8
172,109,50,125,135,30.83,12.97,12.720000000000002
129,20,68,41,17,37.56,15.44,18.000000000000007
127,187,69,107,199,27.49,10.75,11.04
29,159,70,74,70,31.95,11.05,13.920000000000002
129,68,70,161,105,25.59,9.16,9.52
62,92,62,63,129,22.43,9.66,12.680000000000001
191,117,63,59,152,26.17,10.77,11.4
134,50,94,127,199,28.19,11.08,11.919999999999998
27,28,99,21,167,36.72,16.5,16.8
43,199,145,109,11,34.88,15.49,15.360000000000003
35,5,156,48,175,31.17,15.46,14.760000000000002
67,22,24,118,117,31.15,13.37,13.32
171,72,144,23,32,33.18,13.54,14.96
155,91,167,16,81,32.5,12.74,12.200000000000001
9,21,35,167,93,40.51,20.32,20.360000000000003
19,59,185,9,153,37.35,18.14,18.92
81,56,75,190,91,21.99,11.26,11.52
83,16,133,29,184,28.15,14.7,13.840000000000002
156,89,111,40,40,24.21,11.56,14.440000000000003
65,99,38,110,186,30.43,11.79,11.48
16,25,136,56,21,34.54,14.34,14.200000000000001
75,45,86,191,50,26.1,10.83,10.68
27,13,14,142,188,42.66,19.74,20.320000000000004
45,43,143,163,83,27.58,11.86,11.840000000000002
75,62,188,128,122,26.48,10.96,11.640000000000002
28,144,183,21,35,32.62,14.28,15.520000000000003
191,33,57,83,55,30.38,11.73,12.600000000000001
104,44,43,34,195,29.96,13.41,13.440000000000003
112,15,177,114,149,31.13,13.34,13.560000000000002
170,157,73,106,111,34.32,14.3,15.160000000000002
148,175,188,95,177,30.85,12.32,12.64
144,181,125,93,188,29.95,11.85,12.120000000000001
199,135,47,79,68,28.12,11.13,11.52
174,121,32,70,127,34.03,12.33,11.920000000000002
162,129,136,131,74,28.33,12.55,12.360000000000001
55,145,134,100,196,25.11,12.24,11.040000000000001
34,125,165,121,31,32.8,11.07,11.920000000000002
74,100,8,8,95,34.05,13.15,19.080000000000002
129,75,88,96,178,28.0,11.88,12.080000000000002
7,159,36,176,3,43.28,28.09,29.76
20,47,114,148,32,34.68,14.33,15.600000000000003
