n_nodes,influence,n0,n1,n2,n3,n4
5,5656.5800,608,777,366,789,795
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5630.8100,608,777,795,46,366
5,5619.5600,608,365,795,46,366
5,5598.3800,608,777,795,46,756
5,5575.4000,777,365,795,46,366
5,5575.4000,777,365,795,46,366
5,5575.4000,777,365,795,46,366
5,5575.4000,777,365,795,46,366
5,5575.4000,777,365,795,46,366
5,5554.7900,608,865,366,46,756
5,5554.7900,608,865,366,46,756
5,5550.9800,608,777,366,885,795
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
5,5543.5700,608,777,756,46,366
