n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,378.57,22.03,26.33000000000002
41,265,988,523,497,408.56,28.25,30.980000000000018
414,940,802,849,310,376.55,16.5,16.22
991,488,366,597,913,375.67,13.64,14.059999999999999
929,223,516,142,288,381.72,21.27,21.740000000000002
143,773,97,633,818,411.5,19.34,20.84
256,931,545,722,829,392.65,20.93,20.480000000000008
616,923,150,317,101,406.36,39.11,35.15000000000002
747,75,920,870,700,375.78,18.54,17.209999999999997
338,483,573,103,362,419.42,29.24,30.500000000000014
444,323,625,655,934,385.83,29.42,27.470000000000017
209,989,565,488,453,409.28,36.19,47.00000000000006
886,533,266,63,824,415.77,28.78,31.13000000000001
940,561,937,14,95,430.11,46.15,49.43000000000002
736,860,408,727,844,425.53,29.45,33.65000000000003
803,684,640,1,626,392.28,18.73,19.279999999999998
505,847,888,341,249,411.16,25.45,24.229999999999997
747,333,720,891,64,409.14,19.24,19.82
195,939,581,227,244,403.22,20.16,20.21
822,990,145,822,556,369.6,11.6,15.41
458,93,82,327,896,411.21,35.61,38.00000000000002
520,955,501,111,308,406.06,33.73,30.80000000000002
564,298,723,127,560,408.26,18.75,18.589999999999996
340,834,944,553,208,411.64,16.29,16.79
986,818,617,560,601,357.12,17.53,18.59
294,455,93,610,817,411.45,26.85,30.320000000000018
394,324,589,247,297,430.23,20.33,20.839999999999996
188,193,841,191,33,415.49,32.56,34.16000000000002
627,672,266,487,70,425.89,21.44,21.71
91,695,775,133,897,417.04,27.28,27.620000000000015
153,945,39,862,82,433.2,38.93,42.20000000000002
919,716,945,849,553,370.54,18.75,19.28
699,400,857,722,537,377.88,19.29,18.560000000000006
282,534,831,241,869,378.06,23.63,24.770000000000014
220,916,695,603,845,396.19,22.08,24.530000000000015
972,429,593,281,461,396.7,20.99,19.370000000000005
504,676,656,717,938,349.57,15.23,16.07
812,365,84,332,627,422.23,31.51,32.66000000000001
118,498,601,645,343,403.05,25.66,27.440000000000005
865,194,248,16,749,431.26,32.11,33.71000000000001
277,119,722,225,380,400.51,28.32,28.880000000000006
813,174,340,436,835,409.05,20.41,22.009999999999998
63,103,801,149,875,425.04,34.34,38.87000000000002
714,224,46,836,587,416.38,31.96,34.070000000000014
649,931,958,547,616,387.06,21.66,23.330000000000005
696,75,27,127,650,428.71,46.35,47.15000000000002
193,620,850,589,122,416.03,22.38,22.25
400,93,379,853,118,421.97,35.52,36.92000000000003
37,620,22,199,984,433.76,30.74,32.81
993,189,735,126,490,406.71,19.74,20.060000000000002
215,744,819,62,959,423.98,40.52,42.35000000000004
695,23,557,435,635,425.25,28.41,29.900000000000013
103,855,266,71,226,421.82,35.32,37.37000000000002
73,662,308,358,446,426.46,35.12,33.59000000000002
184,62,515,478,40,405.8,30.17,31.820000000000014
610,103,716,400,204,412.2,32.89,33.710000000000015
266,367,926,749,481,390.78,28.13,26.150000000000016
858,923,940,583,173,384.12,16.74,17.449999999999996
714,688,208,989,785,405.72,30.9,32.54000000000002
59,807,692,162,865,398.85,23.95,24.319999999999997
165,350,542,256,120,408.07,22.52,23.720000000000002
611,943,452,681,179,407.98,26.42,26.210000000000004
13,482,697,419,921,422.91,41.68,41.690000000000026
582,895,520,939,318,396.96,30.39,29.51000000000002
664,365,397,857,673,399.74,22.65,21.14
256,157,574,707,12,425.84,51.27,55.670000000000044
468,759,80,343,756,430.34,29.6,31.67000000000001
46,557,287,138,245,419.97,25.36,26.12
780,976,493,360,624,367.22,16.37,16.939999999999998
294,689,367,604,969,377.32,25.8,26.39000000000002
913,648,874,635,135,386.03,19.29,19.189999999999998
732,317,397,766,424,405.58,27.56,30.410000000000025
848,666,82,1,608,403.06,31.51,33.59000000000002
196,715,342,163,245,402.21,22.76,23.15
228,652,458,387,727,390.9,20.49,21.020000000000003
896,689,581,895,424,386.35,22.4,23.330000000000005
32,411,892,718,581,424.43,34.14,36.65000000000002
428,790,678,726,47,417.22,24.6,25.460000000000004
169,456,65,265,718,417.95,23.02,23.69
161,457,540,906,498,419.68,27.23,28.73000000000001
929,574,618,773,0,426.82,61.12,62.77999999999999
905,39,506,333,319,428.9,39.3,38.06000000000002
857,478,51,828,842,406.63,21.77,21.5
896,997,831,425,192,414.51,31.93,36.650000000000034
561,986,648,85,857,401.33,22.38,23.84
742,133,15,411,972,407.84,42.15,46.580000000000034
694,427,323,3,218,430.07,92.33,99.28999999999999
14,734,772,2,842,433.05,51.75,55.01000000000003
691,541,626,100,195,405.31,17.59,18.439999999999998
121,622,664,203,894,423.99,21.12,21.380000000000003
309,286,705,186,102,421.03,33.7,35.72000000000002
487,874,944,406,642,361.25,15.78,16.490000000000002
83,22,281,935,463,418.21,33.03,33.980000000000004
819,811,118,882,262,394.07,20.36,18.769999999999996
136,669,533,836,666,382.84,20.26,20.72
660,355,117,892,158,426.63,38.93,38.840000000000025
285,871,19,43,41,422.43,50.39,50.57000000000002
210,697,265,571,322,400.19,27.78,29.240000000000016
969,375,960,581,931,392.45,18.24,19.01
869,43,866,767,984,411.69,19.45,19.46
