n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1957,1767,1941,1738,115,193.85,11.5,11.88
187,173,739,1711,346,217.72,14.39,15.840000000000002
1507,1656,1371,1748,631,146.62,11.24,10.920000000000002
515,1240,434,1242,73,282.45,23.03,23.07999999999999
1190,1395,324,882,1307,211.94,12.06,11.88
805,1645,1480,1761,1042,226.54,14.07,13.64
1944,761,1114,1916,911,224.99,19.52,17.239999999999988
1028,549,1845,73,1783,221.51,20.83,19.599999999999987
56,745,952,1908,652,235.62,15.68,15.799999999999999
1859,778,867,1826,1810,164.52,10.95,10.440000000000001
1076,336,1147,363,483,210.25,13.89,13.72
472,48,361,665,355,289.46,19.79,20.32
279,1044,1044,736,1052,231.48,18.07,21.83999999999998
1381,1146,372,1830,912,177.96,12.27,12.16
1631,849,1504,1075,1856,160.37,10.59,10.8
1860,1562,745,1617,1215,194.34,11.13,11.640000000000002
724,741,1759,1969,912,145.86,10.11,10.04
330,1955,1544,818,1464,186.8,12.15,12.599999999999998
1512,944,1341,1086,511,197.86,13.75,13.399999999999999
1003,571,1894,1020,1025,178.26,10.7,11.600000000000001
1055,1702,1630,724,1355,131.95,9.11,9.280000000000001
1808,931,1842,1849,944,234.12,14.92,14.2
718,1162,1486,1884,1141,210.93,13.09,14.159999999999995
1482,935,996,1349,454,171.92,11.24,11.559999999999999
1926,664,1668,1432,1710,141.27,10.97,11.040000000000001
340,1795,1859,1262,549,174.86,10.98,10.96
1583,1866,982,633,621,169.72,12.77,12.200000000000001
1960,1636,1446,1702,1032,135.72,12.25,12.119999999999997
1151,1060,1039,1334,1261,152.88,12.58,13.759999999999998
1204,832,638,1496,425,192.8,17.8,17.919999999999987
1001,1048,750,1913,1401,172.51,11.17,11.44
1276,1806,154,1606,1680,220.63,12.6,13.2
699,1486,17,1858,1669,297.45,23.19,24.079999999999988
391,1525,217,120,1176,224.37,17.83,17.879999999999995
1337,100,559,1211,464,194.4,13.75,13.200000000000001
1397,1793,1875,217,1544,229.66,14.7,14.679999999999998
1069,279,1748,544,501,237.45,18.63,17.759999999999987
1689,431,1932,1803,123,226.77,21.33,19.47999999999999
866,1839,1468,1555,65,236.63,15.38,16.08
116,742,737,352,510,271.36,21.09,21.440000000000005
1377,48,169,235,1954,286.01,17.78,19.200000000000003
138,51,83,1493,1881,279.69,21.18,20.32
43,764,523,261,1665,277.14,19.03,19.28
1916,321,1504,376,1071,199.21,12.63,12.960000000000003
1416,3,789,1207,88,371.68,80.3,82.20000000000007
1626,507,310,1988,74,277.07,23.58,23.199999999999992
8,704,1921,1260,1285,290.42,30.12,30.319999999999975
1520,1531,231,585,690,197.97,14.92,14.44
1000,63,631,918,1129,239.91,19.71,19.400000000000002
1568,1239,1515,93,1847,255.39,26.83,26.679999999999975
540,1547,822,1766,1273,222.89,13.94,13.919999999999998
1444,314,968,1963,461,210.36,14.13,13.96
191,1353,1407,647,1717,232.06,14.03,14.360000000000001
208,49,917,1614,1791,259.26,21.45,22.19999999999999
1941,261,1061,1197,1599,214.76,13.13,12.719999999999999
804,997,1054,671,294,159.73,12.97,12.560000000000002
1790,1965,698,530,536,240.5,23.59,28.11999999999997
1241,1987,859,1337,36,269.56,24.64,24.159999999999997
1432,1142,1964,287,1373,159.98,10.19,10.600000000000001
116,518,68,269,330,316.82,27.44,28.039999999999992
349,196,928,1300,474,203.24,15.08,13.919999999999998
1040,1876,1450,1913,64,241.05,14.49,15.6
505,476,1462,910,150,200.93,14.7,14.04
513,164,1210,467,1278,224.89,16.41,15.719999999999999
1621,1638,1277,1453,736,200.45,16.23,15.719999999999988
525,1401,866,570,1077,204.79,16.58,17.599999999999987
1537,9,309,72,787,330.48,46.44,48.27999999999998
837,328,227,1048,1482,203.2,15.09,14.160000000000002
179,493,208,204,40,262.0,23.78,24.32
372,1537,474,215,445,285.58,26.1,24.599999999999987
50,1066,1371,951,929,226.27,15.91,17.04
634,1096,1314,778,435,161.93,15.17,15.27999999999999
1402,1856,1557,1972,430,161.06,13.78,13.079999999999998
1492,1650,888,871,1047,185.41,12.25,12.679999999999996
43,1190,1211,104,1805,259.73,19.97,19.000000000000004
856,1902,1075,1190,371,180.32,10.71,10.92
1885,192,1358,1643,982,223.72,17.39,18.279999999999987
749,39,1063,1967,1887,297.49,26.74,23.159999999999993
242,1250,750,593,1413,214.32,13.04,13.32
1909,762,631,39,1790,272.49,22.63,24.799999999999983
1403,844,207,215,626,262.01,16.74,17.96
406,1721,1587,1377,1690,164.83,11.58,11.64
32,1663,924,122,841,270.77,19.3,19.599999999999994
1305,995,948,426,1821,195.23,14.9,14.879999999999999
1205,1256,151,10,582,317.54,33.43,33.07999999999999
49,763,626,1915,1481,262.72,24.3,25.799999999999976
156,448,1546,1004,393,216.24,15.04,14.760000000000002
237,1170,764,802,1466,212.3,17.33,17.4
948,286,1543,706,809,231.11,15.94,16.48
1817,249,520,249,251,226.42,15.66,19.91999999999999
164,1262,1740,685,1312,218.9,13.88,14.240000000000002
800,1965,434,1418,215,262.82,17.36,20.0
50,1266,1349,963,1591,233.38,14.58,15.160000000000004
88,1481,1445,1019,595,243.35,16.6,16.12
732,1965,936,289,1635,220.33,12.53,12.559999999999999
767,550,991,1077,1773,198.96,12.24,11.720000000000002
978,1473,1955,1490,1647,102.25,8.94,9.28
858,1908,1007,1712,1393,106.96,8.7,9.08
607,808,474,320,1001,223.14,13.63,13.2
1221,531,1123,875,1424,248.16,13.12,13.280000000000001
