n_nodes,influence,n0,n1,n2,n3,n4
5,2160.9500,5,2,7,9,14
5,1901.8400,113,2,14,9,5
5,1877.4500,2,5,9,14,102
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1841.4500,22,2,14,9,5
5,1829.3000,113,5,9,14,61
5,1829.3000,113,5,9,14,61
5,1824.0800,2,773,7,9,14
5,1824.0800,2,773,7,9,14
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1823.0900,5,2,14,9,61
5,1815.8000,2,108,5,9,14
5,1815.8000,2,108,5,9,14
5,1815.8000,2,108,5,9,14
5,1815.8000,2,108,5,9,14
5,1815.8000,2,108,5,9,14
5,1803.3800,2,759,5,9,14
5,1803.3800,2,759,5,9,14
5,1789.6100,5,2,14,9,773
5,1789.6100,5,2,14,9,773
5,1789.6100,5,2,14,9,773
5,1789.6100,5,2,14,9,773
5,1789.6100,5,2,14,9,773
