n_nodes,influence,n0,n1,n2,n3,n4,n5,n6
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.4053,789,231,46,366,756,597,860
7,23.3499,231,394,659,911,366,46,756
7,23.3499,231,394,659,911,366,46,756
7,23.3135,231,366,46,756,789,597,151
7,23.3016,231,366,394,430,756,597,860
7,23.3016,231,366,394,430,756,597,860
7,23.3016,231,366,394,430,756,597,860
7,23.3016,231,366,394,430,756,597,860
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
7,23.2566,231,366,394,430,911,46,756
